N_Contact;Date;Agent_ID;Durée_Traitement_Sec;Status;Note_Satisfaction_Client;Montant Facture;Canal;Sujet;Appel traité;Appel repris;Conforme;NPS;Réclamation
CNT-70723;16/04/2023;AG003;287;Non Résolu;5;26,13;Téléphone;Litige paiement;Oui;Non;Oui;5;Non
CNT-70724;26/01/2023;AG001;262;Résolu;;12,49;Email;Litige paiement;Oui;Non;Oui;8;Non
CNT-70725;14/02/2023;AG004;136;Non Résolu;5;10,91;Réseaux Sociaux;Relevé compteur;Oui;Oui;Oui;8;Non
CNT-70726;19/03/2023;AG008;95;Résolu;;12,91;Téléphone;Litige paiement;Oui;Non;Oui;8;Non
CNT-70727;27/11/2023;AG001;272;Résolu;2;26,38;Chat;Résiliation;Oui;Non;Oui;;Non
CNT-70728;12/07/2023;AG004;282;Résolu;1;42,44;Téléphone;Réclamation;Oui;Non;Oui;9;Non
CNT-70729;01/10/2023;AG005;302;Non Résolu;2;44,75;Réseaux Sociaux;Changement d'offre;Oui;Non;Oui;8;Non
CNT-70730;05/04/2023;AG004;99;Résolu;5;16,45;Email;Changement d'offre;Oui;Non;Oui;;Non
CNT-70731;23/02/2023;AG006;389;Résolu;3;37,15;Chat;Réclamation;Oui;Non;Oui;10;Non
CNT-70732;11/11/2023;AG006;258;Résolu;4;38,67;Email;Souscription contrat;Oui;Non;Oui;3;Non
CNT-70733;27/02/2023;AG001;277;En Attente;4;29,3;Téléphone;Demande d'information;Oui;Non;Oui;;Non
CNT-70734;21/06/2023;AG004;65;En Attente;;29,69;Email;Résiliation;Oui;Oui;Oui;6;Non
CNT-70735;02/06/2023;AG006;112;Résolu;5;24,04;Email;Changement d'offre;Non;Non;Oui;5;Non
CNT-70736;01/01/2023;AG001;314;Résolu;2;45,2;Chat;Changement d'offre;Oui;Oui;Oui;4;Non
CNT-70737;04/04/2023;AG006;296;Non Résolu;5;18,34;Chat;Déménagement;Oui;Non;Oui;;Non
CNT-70738;29/09/2023;AG003;230;En Attente;3;21,68;Email;Litige paiement;Oui;Non;Oui;10;Non
CNT-70739;22/04/2023;AG001;334;Non Résolu;5;38,8;Téléphone;Réclamation;Oui;Non;Oui;1;Non
CNT-70740;30/05/2023;AG009;231;Non Résolu;4;;Chat;Réclamation;Oui;Non;Non Renseigné;2;Non
CNT-70741;29/05/2023;AG005;247;Non Résolu;;24,32;Téléphone;Changement d'offre;Oui;Non;Oui;9;Non
CNT-70742;26/03/2023;AG009;166;Résolu;;34,81;Téléphone;Réclamation;Non;Non;Non;9;Oui
CNT-70743;17/07/2023;AG007;379;En Attente;5;36,06;Réseaux Sociaux;Souscription contrat;Oui;Non;Oui;7;Non
CNT-70744;11/06/2023;AG006;309;Non Résolu;4;26,74;Téléphone;Résiliation;Oui;Oui;Oui;8;Non
CNT-70745;15/06/2023;AG008;288;Résolu;2;15,82;Réseaux Sociaux;Changement d'offre;yes;Non;Non;;Non
CNT-70746;12/07/2023;AG004;191;Résolu;4;38,27;Chat;Litige paiement;Oui;Non;Non Renseigné;;Non
CNT-70747;01/11/2023;AG006;77;Non Résolu;5;9,54;Email;Résiliation;Oui;Non;Oui;;Oui
CNT-70748;19/06/2023;AG005;365;Non Résolu;4;36,51;Email;Résiliation;Oui;Non;Oui;;Non
CNT-70749;10/02/2023;AG008;190;En Attente;;39;Téléphone;Souscription contrat;Oui;Non;Oui;;Non
CNT-70750;22/11/2023;AG005;315;Résolu;4;36,97;Chat;Litige paiement;Non;Non;Oui;9;Oui
CNT-70751;24/04/2023;AG006;321;Non Résolu;3;27,03;Téléphone;Demande d'information;Oui;Non;Oui;9;Non
CNT-70752;03/01/2023;AG002;264;Résolu;2;17,31;Téléphone;Changement d'offre;Oui;Non;Oui;8;Non
CNT-70753;12/01/2023;AG005;290;Résolu;4;21,01;Chat;Relevé compteur;Oui;Non;Oui;;Non
CNT-70754;23/03/2023;AG007;307;Résolu;5;16,33;Téléphone;Facturation;;Non;Oui;;Oui
CNT-70755;11/07/2023;AG005;281;Non Résolu;5;12,38;Chat;Réclamation;Oui;Oui;Oui;;Non
CNT-70756;09/06/2023;AG002;181;Résolu;3;36,07;Téléphone;Résiliation;Oui;Non;Oui;6;Non
CNT-70757;21/11/2023;AG002;116;En Attente;4;22,53;Chat;Résiliation;Oui;Non;Oui;;Non
CNT-70758;06/04/2023;AG005;198;Résolu;;11,69;Téléphone;Facturation;Oui;Non;Non;4;Non
CNT-70759;21/05/2023;AG004;226;Résolu;4;39,98;Téléphone;Réclamation;Oui;Non;Oui;;Non
CNT-70760;04/04/2023;AG009;405;Non Résolu;4;18,24;Téléphone;Réclamation;Oui;Non;Non Renseigné;10;Non
CNT-70761;07/08/2023;AG002;147;Résolu;5;18,85;Téléphone;Réclamation;Oui;Non;Oui;9;Non
CNT-70762;06/07/2023;AG009;421;Résolu;3;40,52;Réseaux Sociaux;Litige paiement;Oui;Non;Oui;5;Non
CNT-70763;24/09/2023;AG006;459;Résolu;4;40,07;Téléphone;Facturation;Oui;Non;Non;;Non
CNT-70764;24/07/2023;AG005;201;Résolu;3;45,52;Email;Réclamation;Oui;Oui;Oui;7;Non
CNT-70765;05/06/2023;AG001;454;Non Résolu;5;34,53;Réseaux Sociaux;Changement d'offre;Oui;Non;Oui;;Non
CNT-70766;09/09/2023;AG009;249;Résolu;5;32,45;Email;Réclamation;yes;Non;Oui;9;Non
CNT-70767;09/04/2023;AG003;233;Non Résolu;4;38,58;Téléphone;Litige paiement;Oui;Non;Non Renseigné;0;Non
CNT-70768;07/01/2023;AG008;405;Non Résolu;4;20,59;Téléphone;Litige paiement;Oui;Oui;Oui;5;Non
CNT-70769;27/07/2023;AG003;285;Non Résolu;5;16,54;Réseaux Sociaux;Souscription contrat;Oui;Oui;Oui;;Non
CNT-70770;24/10/2023;AG005;;Non Résolu;5;37,23;Chat;Litige paiement;Oui;Non;Oui;6;Non
CNT-70771;01/11/2023;AG003;197;En Attente;4;22,37;Email;Résiliation;Oui;Non;Oui;;Non
CNT-70772;06/12/2023;AG008;205;Résolu;5;13,07;Téléphone;Facturation;Oui;Oui;Oui;8;Non
CNT-70773;29/04/2023;AG007;273;Résolu;4;37,77;Email;Demande d'information;Oui;Non;Oui;;Non
CNT-70774;26/02/2023;AG001;405;Résolu;1;43,1;Téléphone;Panne compteur;Oui;Non;Oui;;Non
CNT-70775;15/07/2023;AG006;148;Résolu;3;43,96;Chat;Panne compteur;Oui;Non;Oui;10;Non
CNT-70776;24/09/2023;AG005;254;Non Résolu;5;39,09;Email;Relevé compteur;Oui;Non;Non Renseigné;7;Non
CNT-70777;01/10/2023;AG005;130;Résolu;2;40,73;Email;Réclamation;Oui;Non;Non;;Non
CNT-70778;24/10/2023;AG009;192;Résolu;4;16,89;Email;Relevé compteur;Non;Non;Oui;6;Non
CNT-70779;05/04/2023;AG002;330;Résolu;5;33,19;Réseaux Sociaux;Facturation;Oui;Non;Oui;9;Non
CNT-70780;27/01/2023;AG004;174;Résolu;4;13,29;Chat;Panne compteur;Oui;Non;Non Renseigné;;Oui
CNT-70781;07/12/2023;AG005;373;Résolu;4;38,39;Chat;Réclamation;Oui;Oui;Oui;;Non
CNT-70782;31/07/2023;AG009;174;En Attente;5;15,06;Chat;Relevé compteur;Oui;Non;Non;8;Non
CNT-70783;15/12/2023;AG007;208;Résolu;4;21,91;Chat;Panne compteur;Oui;Non;Non Renseigné;7;Non
CNT-70784;15/01/2023;AG006;85;Résolu;4;9,85;Téléphone;Litige paiement;Oui;Non;Oui;7;Non
CNT-70785;02/06/2023;AG009;374;Non Résolu;1;12,97;Email;Litige paiement;Oui;Non;Non;;Non
CNT-70786;17/07/2023;AG002;357;Non Résolu;;13,04;Téléphone;Résiliation;Oui;Non;Non;8;Non
CNT-70787;31/01/2023;AG001;132;Résolu;;31,99;Chat;Changement d'offre;Oui;Non;Oui;6;Non
CNT-70788;23/02/2023;AG009;233;Non Résolu;4;16,06;Réseaux Sociaux;Facturation;Non;Non;Oui;;Non
CNT-70789;16/02/2023;AG004;225;Résolu;;11,76;Chat;Déménagement;Non;Oui;Oui;7;Non
CNT-70790;08/01/2023;AG001;217;Résolu;4;43,07;Email;Changement d'offre;Oui;Non;Oui;;Non
CNT-70791;14/12/2023;AG008;460;Résolu;3;13,05;Réseaux Sociaux;Facturation;yes;Non;Oui;9;Non
CNT-70792;05/06/2023;AG003;215;Résolu;3;40,4;Email;Demande d'information;Oui;Non;Oui;5;Non
CNT-70793;04/06/2023;AG001;179;Résolu;5;21,54;Réseaux Sociaux;Litige paiement;Oui;Non;Non;7;Non
CNT-70794;30/10/2023;AG002;94;En Attente;1;12,29;Email;Demande d'information;Oui;Non;Oui;3;Non
CNT-70795;08/12/2023;AG006;183;Résolu;4;;Téléphone;Réclamation;Oui;Non;Non;7;Non
CNT-70796;23/05/2023;AG007;267;Résolu;;41,3;Chat;Réclamation;Oui;Non;Oui;;Non
CNT-70797;04/05/2023;AG001;329;Non Résolu;2;35,99;Téléphone;Panne compteur;Oui;Oui;Oui;;Non
CNT-70798;16/12/2023;AG004;171;Non Résolu;4;35,35;Téléphone;Litige paiement;;Non;Non;;Non
CNT-70799;02/12/2023;AG001;263;Non Résolu;3;15,37;Chat;Résiliation;Non;Non;Non;10;Non
CNT-70800;20/03/2023;AG009;440;Non Résolu;4;41,07;Email;Facturation;Non;Non;Non;8;Non
CNT-70801;04/12/2023;AG002;140;Résolu;;37,09;Chat;Demande d'information;Non;Non;Oui;;Non
CNT-70802;26/08/2023;AG005;170;Non Résolu;5;23,19;Réseaux Sociaux;Facturation;Non;Oui;Oui;;Non
CNT-70803;01/07/2023;AG009;303;Résolu;5;10,76;Email;Résiliation;Oui;Oui;Oui;;Oui
CNT-70804;06/06/2023;AG009;220;Résolu;5;;Chat;Souscription contrat;Oui;Non;Non;9;Non
CNT-70805;23/07/2023;AG008;237;Résolu;4;28,5;Téléphone;Facturation;Oui;Non;Oui;;Non
CNT-70806;30/12/2023;AG009;276;Résolu;;10,92;Email;Demande d'information;Oui;Non;Oui;4;Non
CNT-70807;26/05/2023;AG008;373;Résolu;4;48,95;Téléphone;Réclamation;Oui;Non;Oui;9;Non
CNT-70808;18/02/2023;AG007;243;En Attente;3;46,79;Téléphone;Déménagement;Oui;Non;Non;8;Oui
CNT-70809;03/11/2023;AG006;274;Non Résolu;5;;Téléphone;Déménagement;Oui;Non;Oui;6;Non
CNT-70810;03/09/2023;AG006;47;Non Résolu;5;27,9;Téléphone;Panne compteur;Non;Non;Non;10;Non
CNT-70811;22/03/2023;AG004;178;Résolu;5;43,22;Réseaux Sociaux;Réclamation;Oui;Non;Oui;3;Non
CNT-70812;21/09/2023;AG007;212;Résolu;4;48,26;Email;Réclamation;Oui;Non;Oui;8;Non
CNT-70813;24/11/2023;AG008;277;Résolu;4;15,06;Réseaux Sociaux;Demande d'information;Oui;Non;Oui;;Non
CNT-70814;22/08/2023;AG001;333;Résolu;4;16,69;Chat;Panne compteur;Oui;Non;Oui;4;Non
CNT-70815;05/09/2023;AG009;392;Non Résolu;5;16;Chat;Changement d'offre;Oui;Non;Non;6;Oui
CNT-70816;31/07/2023;AG003;237;Résolu;5;35,84;Téléphone;Facturation;Oui;Oui;Oui;;Non
CNT-70817;13/12/2023;AG001;362;Résolu;5;29,67;Réseaux Sociaux;Déménagement;Non;Oui;Oui;;Non
CNT-70818;19/05/2023;AG002;243;En Attente;;20,78;Email;Résiliation;Oui;Non;Non Renseigné;;Non
CNT-70819;19/10/2023;AG001;436;En Attente;;23,9;Téléphone;Changement d'offre;Oui;Oui;Non;8;Non
CNT-70820;24/08/2023;AG006;249;Non Résolu;3;17,75;Téléphone;Déménagement;Oui;Oui;Oui;7;Non
CNT-70821;28/07/2023;AG003;373;Résolu;4;47,32;Téléphone;Déménagement;Non;Non;Oui;;Oui
CNT-70822;05/04/2023;AG009;212;En Attente;5;37,39;Téléphone;Souscription contrat;Oui;Non;Oui;8;Non
CNT-70823;23/10/2023;AG001;198;Non Résolu;3;40,97;Chat;Relevé compteur;Oui;Non;Oui;4;Non
CNT-70824;03/06/2023;AG003;180;Résolu;5;21,59;Téléphone;Panne compteur;Non;Non;Non;8;Non
CNT-70825;20/09/2023;AG009;174;Résolu;3;33,52;Téléphone;Relevé compteur;Non;Non;Oui;6;Non
CNT-70826;12/04/2023;AG006;367;Non Résolu;4;29,54;Chat;Résiliation;;Non;Oui;9;Non
CNT-70827;12/08/2023;AG003;329;En Attente;4;23,92;Réseaux Sociaux;Déménagement;Oui;Non;Oui;3;Non
CNT-70828;21/11/2023;AG007;62;Non Résolu;5;48,36;Téléphone;Litige paiement;Oui;Non;Oui;2;Non
CNT-70829;03/08/2023;AG004;139;Résolu;5;40,49;Téléphone;Facturation;Oui;Non;Oui;9;Oui
CNT-70830;07/11/2023;AG009;209;Résolu;5;31,3;Téléphone;Souscription contrat;Non;Non;Non;;Non
CNT-70831;24/10/2023;AG002;133;Non Résolu;2;34,13;Email;Relevé compteur;Non;Non;Oui;10;Non
CNT-70832;25/08/2023;AG001;396;Résolu;5;40,47;Email;Déménagement;Oui;Non;Oui;8;Non
CNT-70833;25/07/2023;AG004;245;Résolu;2;29,71;Réseaux Sociaux;Relevé compteur;Oui;Non;Non;8;Non
CNT-70834;24/05/2023;AG007;303;En Attente;1;40,92;Chat;Souscription contrat;Oui;Oui;Non Renseigné;;Non
CNT-70835;10/06/2023;AG003;321;Non Résolu;5;48,21;Téléphone;Souscription contrat;Oui;Non;Oui;;Non
CNT-70836;22/05/2023;AG003;168;En Attente;;;Chat;Réclamation;Oui;Non;Oui;0;Oui
CNT-70837;07/10/2023;AG007;168;Résolu;;45,45;Téléphone;Demande d'information;Oui;Non;Non Renseigné;8;Non
CNT-70838;05/09/2023;AG001;277;En Attente;4;14,93;Téléphone;Demande d'information;Oui;Non;Oui;;Non
CNT-70839;18/01/2023;AG006;201;Résolu;4;29,66;Téléphone;Demande d'information;Oui;Non;Non Renseigné;10;Non
CNT-70840;20/09/2023;AG009;180;En Attente;4;22,24;Email;Panne compteur;Oui;Non;Non;;Non
CNT-70841;03/11/2023;AG005;231;En Attente;3;15,93;Téléphone;Demande d'information;Oui;Non;Non Renseigné;;Non
CNT-70842;01/04/2023;AG008;243;Résolu;3;22,69;Téléphone;Souscription contrat;Oui;Non;Oui;9;Non
CNT-70843;31/07/2023;AG006;300;En Attente;;43,43;Téléphone;Déménagement;yes;Non;Oui;;Non
CNT-70844;26/11/2023;AG001;393;Résolu;1;35,08;Email;Panne compteur;Oui;Oui;Oui;;Non
CNT-70845;20/11/2023;AG008;353;Résolu;;47,79;Téléphone;Résiliation;Oui;Non;Oui;10;Non
CNT-70846;18/05/2023;AG007;;Non Résolu;5;36,16;Chat;Demande d'information;Non;Non;Oui;7;Non
CNT-70847;22/12/2023;AG008;378;Résolu;5;35,6;Email;Litige paiement;Oui;Non;Oui;8;Non
CNT-70848;12/02/2023;AG008;264;Résolu;3;24,51;Chat;Panne compteur;Oui;Non;Non;8;Non
CNT-70849;30/09/2023;AG002;315;Non Résolu;5;40,24;Téléphone;Souscription contrat;Oui;Non;Non;;Oui
CNT-70850;18/11/2023;AG009;228;Résolu;5;39,19;Téléphone;Déménagement;Oui;Non;Non;8;Non
CNT-70851;20/06/2023;AG001;261;Non Résolu;3;39,02;Téléphone;Facturation;Oui;Non;Oui;6;Oui
CNT-70852;19/07/2023;AG004;236;Non Résolu;5;13,7;Chat;Facturation;Oui;Non;Non Renseigné;;Non
CNT-70853;12/02/2023;AG004;109;En Attente;5;33,73;Téléphone;Réclamation;Oui;Non;Non;;Non
CNT-70854;06/10/2023;AG008;111;En Attente;;42,91;Email;Panne compteur;Oui;Non;Oui;8;Non
CNT-70855;08/05/2023;AG004;133;En Attente;1;9,39;Réseaux Sociaux;Changement d'offre;Oui;Non;Oui;7;Non
CNT-70856;27/09/2023;AG004;292;Non Résolu;5;49,43;Chat;Changement d'offre;Non;Oui;Oui;7;Non
CNT-70857;30/03/2023;AG009;396;Résolu;2;33,17;Réseaux Sociaux;Souscription contrat;Oui;Non;Oui;;Non
CNT-70858;24/05/2023;AG007;378;Résolu;5;29,07;Téléphone;Litige paiement;Oui;Non;Non Renseigné;0;Non
CNT-70859;13/03/2023;AG003;105;Non Résolu;5;48,65;Email;Changement d'offre;Oui;Non;Oui;6;Non
CNT-70860;09/10/2023;AG004;316;Résolu;;38,06;Téléphone;Réclamation;Oui;Non;Oui;7;Non
CNT-70861;27/03/2023;AG003;211;Résolu;5;48,47;Téléphone;Panne compteur;Non;Non;Oui;;Non
CNT-70862;26/11/2023;AG004;178;Non Résolu;5;33,49;Téléphone;Changement d'offre;Oui;Non;Oui;;Non
CNT-70863;04/09/2023;AG005;274;Non Résolu;5;37,15;Réseaux Sociaux;Résiliation;Oui;Non;Oui;10;Non
CNT-70864;13/11/2023;AG005;209;Résolu;4;33,54;Téléphone;Facturation;Oui;Non;Oui;2;Non
CNT-70865;29/09/2023;AG005;125;Résolu;;24,34;Email;Facturation;Oui;Non;Oui;8;Non
CNT-70866;01/06/2023;AG004;164;Résolu;4;47,57;Téléphone;Souscription contrat;Non;Oui;Non;;Non
CNT-70867;22/06/2023;AG007;227;Résolu;4;39,77;Chat;Souscription contrat;Oui;Non;Oui;8;Non
CNT-70868;09/09/2023;AG008;392;Non Résolu;5;;Téléphone;Résiliation;Oui;Non;Oui;7;Non
CNT-70869;12/11/2023;AG002;98;En Attente;5;27,56;Chat;Réclamation;Oui;Non;Oui;;Non
CNT-70870;21/02/2023;AG007;221;En Attente;4;15,31;Chat;Facturation;Oui;Non;Oui;10;Non
CNT-70871;23/01/2023;AG009;403;Non Résolu;3;49,03;Chat;Souscription contrat;Oui;Non;Non Renseigné;3;Non
CNT-70872;07/01/2023;AG005;340;Non Résolu;4;14,87;Téléphone;Relevé compteur;Oui;Oui;Oui;3;Non
CNT-70873;17/01/2023;AG005;164;Non Résolu;;22,49;Téléphone;Réclamation;Oui;Non;Oui;;Non
CNT-70874;07/01/2023;AG001;125;En Attente;4;27,45;Réseaux Sociaux;Déménagement;Oui;Non;Oui;8;Non
CNT-70875;10/12/2023;AG001;234;Non Résolu;3;15,44;Chat;Panne compteur;Oui;Non;Oui;9;Non
CNT-70876;03/08/2023;AG002;453;Résolu;3;11,56;Email;Déménagement;Oui;Non;Non Renseigné;;Non
CNT-70877;22/11/2023;AG004;329;Non Résolu;3;44,72;Email;Relevé compteur;Oui;Non;Non;7;Oui
CNT-70878;09/01/2023;AG006;204;Résolu;4;36,12;Email;Demande d'information;Non;Non;Oui;;Non
CNT-70879;08/03/2023;AG005;196;Résolu;3;28,22;Réseaux Sociaux;Changement d'offre;Oui;Non;Oui;5;Non
CNT-70880;29/12/2023;AG002;151;Résolu;3;42,04;Réseaux Sociaux;Panne compteur;Oui;Non;Oui;8;Non
CNT-70881;26/06/2023;AG004;259;Non Résolu;5;34,3;Réseaux Sociaux;Litige paiement;Oui;Non;Oui;9;Non
CNT-70882;19/07/2023;AG006;226;Résolu;4;42,23;Email;Réclamation;Non;Oui;Non Renseigné;6;Non
CNT-70883;09/01/2023;AG003;163;Non Résolu;;32,3;Téléphone;Résiliation;Oui;Non;Oui;8;Non
CNT-70884;29/05/2023;AG004;232;En Attente;4;18,95;Email;Déménagement;Oui;Non;Oui;;Non
CNT-70885;12/08/2023;AG002;176;Résolu;3;30,22;Email;Souscription contrat;Oui;Non;Oui;7;Non
CNT-70886;17/07/2023;AG008;238;Résolu;4;26,77;Email;Facturation;Oui;Non;Oui;5;Non
CNT-70887;14/11/2023;AG001;377;Résolu;4;46,12;Email;Réclamation;Oui;Non;Non;0;Non
CNT-70888;17/11/2023;AG001;425;Résolu;1;19,74;Téléphone;Relevé compteur;Oui;Non;Oui;8;Non
CNT-70889;04/05/2023;AG009;450;Résolu;5;;Réseaux Sociaux;Réclamation;Oui;Oui;Oui;;Oui
CNT-70890;28/08/2023;AG002;393;Non Résolu;4;25,27;Téléphone;Relevé compteur;Oui;Non;Oui;;Non
CNT-70891;11/01/2023;AG007;448;En Attente;5;49,62;Chat;Panne compteur;Oui;Non;Oui;9;Non
CNT-70892;14/08/2023;AG001;293;En Attente;;31,03;Téléphone;Souscription contrat;Non;Non;Oui;;Non
CNT-70893;21/03/2023;AG009;310;Résolu;2;27,94;Téléphone;Litige paiement;Oui;Non;Non;6;Non
CNT-70894;12/10/2023;AG002;202;Non Résolu;3;40,73;Réseaux Sociaux;Souscription contrat;Non;Non;Oui;9;Non
CNT-70895;27/01/2023;AG002;166;En Attente;5;27,6;Réseaux Sociaux;Réclamation;Oui;Non;Oui;6;Non
CNT-70896;12/05/2023;AG002;480;Résolu;;30,19;Téléphone;Litige paiement;Oui;Oui;Non Renseigné;8;Non
CNT-70897;23/07/2023;AG001;272;Non Résolu;5;45,46;Téléphone;Réclamation;Oui;Non;Non;9;Non
CNT-70898;04/02/2023;AG009;156;En Attente;5;39,07;Réseaux Sociaux;Souscription contrat;Oui;Non;Oui;7;Non
CNT-70899;29/12/2023;AG008;407;Non Résolu;;25,62;Téléphone;Réclamation;Non;Non;Oui;;Non
CNT-70900;08/09/2023;AG004;389;Résolu;;31,48;Chat;Changement d'offre;Oui;Oui;Oui;9;Oui
CNT-70901;02/08/2023;AG008;321;En Attente;2;31,12;Chat;Panne compteur;;Oui;Oui;;Non
CNT-70902;28/01/2023;AG008;242;En Attente;;31,38;Chat;Relevé compteur;Oui;Non;Oui;;Non
CNT-70903;23/02/2023;AG006;179;Résolu;5;27,94;Chat;Souscription contrat;Oui;Oui;Oui;5;Non
CNT-70904;11/08/2023;AG006;;Résolu;;38,41;Téléphone;Litige paiement;Oui;Non;Oui;7;Non
CNT-70905;10/04/2023;AG002;373;Résolu;4;25,21;Chat;Réclamation;Oui;Non;Oui;6;Non
CNT-70906;12/08/2023;AG004;189;Résolu;3;11,91;Email;Résiliation;Oui;Non;Oui;0;Non
CNT-70907;22/12/2023;AG005;140;Non Résolu;4;22,6;Téléphone;Souscription contrat;Oui;Non;Oui;;Non
CNT-70908;09/05/2023;AG005;319;Résolu;3;21,85;Email;Résiliation;Oui;Oui;Oui;5;Non
CNT-70909;12/05/2023;AG008;254;Résolu;3;46;Chat;Réclamation;Oui;Non;Non Renseigné;1;Oui
CNT-70910;01/11/2023;AG006;193;En Attente;5;30,28;Réseaux Sociaux;Litige paiement;Oui;Non;Non;;Non
CNT-70911;05/03/2023;AG007;201;Résolu;1;36,57;Email;Déménagement;Non;Oui;Non Renseigné;;Non
CNT-70912;08/08/2023;AG008;61;Non Résolu;4;38,22;Chat;Facturation;Oui;Non;Oui;7;Oui
CNT-70913;22/03/2023;AG002;207;Résolu;5;29,96;Chat;Réclamation;Oui;Non;Oui;8;Non
CNT-70914;11/03/2023;AG003;362;Résolu;;40,98;Email;Réclamation;Oui;Non;Non;;Non
CNT-70915;23/09/2023;AG005;167;En Attente;4;48,49;Téléphone;Demande d'information;Oui;Non;Oui;;Non
CNT-70916;03/11/2023;AG002;501;Résolu;5;22,73;Réseaux Sociaux;Changement d'offre;Oui;Non;Non;8;Non
CNT-70917;21/01/2023;AG007;256;En Attente;5;36,81;Téléphone;Souscription contrat;yes;Non;Oui;9;Non
CNT-70918;06/01/2023;AG003;20;Résolu;1;44,07;Email;Résiliation;Oui;Non;Oui;9;Non
CNT-70919;16/04/2023;AG002;119;Résolu;5;11,06;Email;Facturation;Non;Oui;Oui;6;Non
CNT-70920;07/07/2023;AG002;;En Attente;4;23,83;Téléphone;Litige paiement;Oui;Non;Oui;;Non
CNT-70921;29/07/2023;AG004;471;Non Résolu;2;49,76;Chat;Changement d'offre;Oui;Non;Oui;7;Non
CNT-70922;17/12/2023;AG002;281;En Attente;5;36,95;Téléphone;Panne compteur;Non;Non;Oui;;Non
CNT-70923;14/07/2023;AG001;167;Résolu;3;47,31;Email;Résiliation;Oui;Non;Non Renseigné;8;Non
CNT-70924;25/04/2023;AG004;322;Non Résolu;5;13,79;Réseaux Sociaux;Souscription contrat;Oui;Non;Oui;;Non
CNT-70925;12/02/2023;AG006;380;Non Résolu;1;;Chat;Relevé compteur;Oui;Oui;Oui;;Non
CNT-70926;13/09/2023;AG003;162;En Attente;3;45,13;Téléphone;Facturation;yes;Non;Oui;7;Non
CNT-70927;14/02/2023;AG003;225;En Attente;3;39,73;Email;Souscription contrat;Non;Non;Oui;;Non
CNT-70928;09/05/2023;AG006;;Non Résolu;4;29,79;Chat;Relevé compteur;Oui;Non;Non;;Non
CNT-70929;20/10/2023;AG003;383;En Attente;;15,15;Téléphone;Réclamation;Oui;Oui;Oui;9;Non
CNT-70930;30/07/2023;AG006;174;En Attente;4;38,72;Réseaux Sociaux;Souscription contrat;Non;Non;Oui;;Non
CNT-70931;01/06/2023;AG003;220;Non Résolu;;15,57;Chat;Réclamation;Oui;Non;Oui;;Non
CNT-70932;23/02/2023;AG005;365;Non Résolu;5;27,83;Téléphone;Réclamation;Non;Non;Oui;9;Non
CNT-70933;08/10/2023;AG006;370;En Attente;3;14,54;Téléphone;Demande d'information;Oui;Non;Oui;;Non
CNT-70934;06/01/2023;AG006;146;Résolu;5;37,72;Chat;Panne compteur;Oui;Non;Oui;;Non
CNT-70935;07/10/2023;AG005;143;Non Résolu;4;13,66;Téléphone;Résiliation;Oui;Non;Oui;10;Non
CNT-70936;21/07/2023;AG002;311;Résolu;2;16,64;Email;Souscription contrat;Oui;Non;Oui;;Non
CNT-70937;03/06/2023;AG009;325;En Attente;4;38,49;Téléphone;Panne compteur;;Oui;Non;9;Non
CNT-70938;17/07/2023;AG007;378;En Attente;;16,75;Chat;Souscription contrat;Oui;Oui;Non;6;Non
CNT-70939;27/02/2023;AG001;340;Résolu;2;15,46;Téléphone;Demande d'information;Oui;Non;Oui;;Non
CNT-70940;16/12/2023;AG004;194;Résolu;5;41,54;Téléphone;Facturation;Oui;Non;Oui;7;Non
CNT-70941;15/09/2023;AG009;130;Résolu;3;39,25;Email;Litige paiement;Oui;Non;Oui;;Non
CNT-70942;03/12/2023;AG003;167;Non Résolu;1;31,42;Téléphone;Changement d'offre;Oui;Non;Oui;;Non
CNT-70943;14/02/2023;AG008;136;Non Résolu;4;13,2;Réseaux Sociaux;Relevé compteur;Oui;Non;Oui;;Non
CNT-70944;23/10/2023;AG002;121;En Attente;3;34,94;Téléphone;Résiliation;Non;Non;Non Renseigné;;Non
CNT-70945;07/05/2023;AG006;372;Résolu;4;43,19;Téléphone;Panne compteur;Oui;Non;Non Renseigné;;Non
CNT-70946;05/11/2023;AG005;340;En Attente;;17,52;Téléphone;Réclamation;Oui;Non;Non;9;Non
CNT-70947;15/04/2023;AG006;265;En Attente;3;33,79;Téléphone;Changement d'offre;Oui;Non;Non;7;Non
CNT-70948;05/05/2023;AG003;399;Résolu;4;33,84;Téléphone;Facturation;yes;Non;Oui;2;Non
CNT-70949;08/04/2023;AG001;211;Résolu;;29,28;Téléphone;Litige paiement;Oui;Non;Oui;7;Non
CNT-70950;04/03/2023;AG002;237;Résolu;3;18,02;Réseaux Sociaux;Souscription contrat;Oui;Non;Oui;8;Non
CNT-70951;31/05/2023;AG001;333;Non Résolu;4;33,93;Téléphone;Résiliation;Oui;Oui;Oui;5;Non
CNT-70952;18/09/2023;AG006;160;Non Résolu;1;;Téléphone;Résiliation;Oui;Non;Oui;9;Non
CNT-70953;09/12/2023;AG007;463;Non Résolu;4;28,95;Téléphone;Réclamation;Non;Non;Oui;8;Non
CNT-70954;24/01/2023;AG008;238;En Attente;2;49;Chat;Changement d'offre;Oui;Non;Oui;;Non
CNT-70955;30/03/2023;AG003;231;Non Résolu;4;38,79;Téléphone;Panne compteur;Oui;Oui;Oui;6;Oui
