Reference_Dossier;Date;ID Agent;Durée_Traitement_Sec;Dossier_Cloture;Note_Satisfaction_Client;Prix_Prestation;Type_Contact;Objet;Traite;Appel Repris;Conforme;NPS;Réclammation
DOS51248;05/03/2023;AG025;144;Oui;4;44,59;Téléphone;Facturation;Oui;Non;Oui;7;Oui
DOS51249;06/11/2023;AG012;324;Oui;4;39,57;Chat;Résiliation;Oui;Non;Oui;6;Oui
DOS51250;12/06/2023;AG025;372;Non;4;39,59;Téléphone;Demande d'information;Non;Non;Oui;8;Oui
DOS51251;10/04/2023;AG011;246;Oui;3;40,76;Chat;Résiliation;Non;Non;Oui;;Oui
DOS51252;18/04/2023;AG008;342;Oui;;;Courrier;Changement d'offre;Non;Non;Non Renseigné;;Non
DOS51253;05/11/2023;AG008;456;Non;4;39,38;Chat;Résiliation;Oui;Non;Oui;10;Non
DOS51254;26/03/2023;AG007;204;Non;3;38,51;Courrier;Réclamation;Non;Non;Oui;6;Non
DOS51255;11/07/2023;AG008;246;Non;4;22,06;Chat;Panne compteur;Non;Non;Non;;Oui
DOS51256;21/05/2023;AG007;120;Oui;5;44,35;Téléphone;Relevé compteur;Oui;Oui;Non Renseigné;6;Non
DOS51257;27/09/2023;AG003;462;Non;5;28,13;Email;Panne compteur;Non;Non;Non;;Non
DOS51258;23/05/2023;AG025;;Non;4;39,97;Courrier;Demande d'information;Non;Oui;Non Renseigné;;Oui
DOS51259;22/12/2023;AG008;264;Oui;;27,31;Téléphone;Réclamation;Oui;Non;Oui;9;Oui
DOS51260;27/05/2023;AG019;516;Oui;;43,91;Courrier;Résiliation;Non;Non;Non;9;Oui
DOS51261;20/07/2023;AG007;30;Non;;41,93;Téléphone;Changement d'offre;Oui;Non;Non;;Non
DOS51262;29/07/2023;AG025;354;Oui;4;54,91;Courrier;Panne compteur;Oui;Non;Oui;8;Non
DOS51263;28/04/2023;AG019;384;Non;4;26,99;Email;Changement d'offre;Oui;Non;Oui;;Oui
DOS51264;24/04/2023;AG012;372;Oui;5;41,73;Chat;Changement d'offre;Oui;Non;Oui;4;Oui
DOS51265;16/06/2023;AG011;414;Oui;5;26,01;Téléphone;Souscription contrat;Non;Non;Oui;3;Oui
DOS51266;05/05/2023;AG012;336;Oui;4;21,4;Téléphone;Facturation;Non;Non;Oui;9;Oui
DOS51267;01/04/2023;AG011;330;Non;3;38,9;Chat;Panne compteur;Oui;Oui;Oui;10;Oui
DOS51268;16/07/2023;AG008;126;Non;5;28,42;Courrier;Résiliation;Non;Non;Oui;7;Oui
DOS51269;07/12/2023;AG019;300;Non;5;40,12;Email;Relevé compteur;Non;Non;Oui;;Non
DOS51270;09/09/2023;AG019;336;Oui;;52,04;Chat;Demande d'information;Non;Non;Oui;;Oui
DOS51271;30/05/2023;AG003;228;Non;3;48,57;Courrier;Relevé compteur;Non;Non;Oui;;Non
DOS51272;10/04/2023;AG019;210;Oui;3;12,53;Téléphone;Changement d'offre;Non;Non;Non;8;Oui
DOS51273;01/01/2023;AG007;;Non;5;19,37;Courrier;Relevé compteur;Non;Non;Oui;10;Non
DOS51274;15/03/2023;AG008;402;Non;5;37,2;Chat;Déménagement;Oui;Non;Oui;;Non
DOS51275;31/05/2023;AG011;216;Oui;3;45,66;Email;Déménagement;Non;Non;Oui;;Oui
DOS51276;08/06/2023;AG012;282;Non;;35,8;Email;Demande d'information;Non;Non;Oui;;Non
DOS51277;17/12/2023;AG008;354;Oui;5;39,7;Email;Relevé compteur;Non;Non;Oui;;Non
DOS51278;04/09/2023;AG012;228;Non;5;52,3;Chat;Demande d'information;Oui;Non;Oui;;Non
DOS51279;11/07/2023;AG007;312;Non;4;37,21;Courrier;Litige paiement;Oui;Oui;Oui;7;Oui
DOS51280;22/08/2023;AG011;342;Non;1;47,89;Chat;Changement d'offre;Non;Non;Non;9;Oui
DOS51281;26/09/2023;AG012;540;Non;3;13,42;Téléphone;Réclamation;Oui;Non;Non Renseigné;;Non
DOS51282;13/04/2023;AG011;282;Oui;;15,29;Courrier;Demande d'information;Oui;Non;Oui;9;Oui
DOS51283;24/11/2023;AG019;102;Oui;3;42,35;Email;Souscription contrat;Non;Non;Oui;;Oui
DOS51284;20/11/2023;AG011;132;Oui;;12,15;Email;Souscription contrat;Non;Non;Oui;10;Oui
DOS51285;18/06/2023;AG007;228;Non;5;42,95;Courrier;Panne compteur;Oui;Non;Non;8;Oui
DOS51286;21/06/2023;AG011;270;Non;2;36,26;Chat;Panne compteur;Non;Oui;Non;;Oui
DOS51287;17/05/2023;AG008;450;Non;4;21,79;Chat;Panne compteur;Non;Non;Oui;;Non
DOS51288;03/04/2023;AG025;576;Non;1;51,48;Téléphone;Déménagement;Non;Non;Non Renseigné;;Non
DOS51289;04/03/2023;AG008;294;Non;3;28,4;Chat;Souscription contrat;Non;Non;Non;5;Oui
DOS51290;24/09/2023;AG019;372;Non;2;51,86;Téléphone;Changement d'offre;Non;Non;Oui;4;Non
DOS51291;09/02/2023;AG012;480;Non;4;29,13;Courrier;Résiliation;Oui;Non;Oui;;Oui
DOS51292;23/01/2023;AG003;396;Non;5;14,12;Chat;Déménagement;Non;Non;Oui;6;Oui
DOS51293;07/12/2023;AG003;270;Non;1;17,86;Email;Panne compteur;Non;Oui;Non;;Non
DOS51294;28/04/2023;AG008;300;Non;5;29,27;Chat;Réclamation;Oui;Non;Non;;Oui
DOS51295;07/05/2023;AG019;312;Oui;;20,03;Email;Litige paiement;Oui;Oui;Oui;;Oui
DOS51296;18/04/2023;AG003;492;Non;5;32,96;Téléphone;Réclamation;Non;Non;Oui;7;Oui
DOS51297;20/03/2023;AG003;438;Oui;3;13,74;Courrier;Réclamation;Oui;Oui;Non Renseigné;;Non
DOS51298;20/02/2023;AG007;426;Non;5;42,97;Téléphone;Demande d'information;Oui;Non;Oui;9;Non
DOS51299;12/02/2023;AG011;366;Oui;3;47,69;Téléphone;Déménagement;Non;Non;Non Renseigné;8;Non
DOS51300;26/11/2023;AG008;336;Non;3;25,85;Courrier;Facturation;Non;Non;Non;;Non
DOS51301;04/05/2023;AG003;294;Oui;4;12,58;Chat;Réclamation;Oui;Non;Oui;;Oui
DOS51302;02/03/2023;AG008;168;Oui;3;22,83;Téléphone;Demande d'information;Non;Non;Non;;Non
DOS51303;15/01/2023;AG011;396;Oui;5;32,06;Courrier;Facturation;Non;Non;Non;9;Non
DOS51304;10/02/2023;AG012;246;Oui;5;46,77;Téléphone;Réclamation;Oui;Non;Non;3;Non
DOS51305;04/01/2023;AG019;414;Non;2;51,57;Téléphone;Souscription contrat;Oui;Non;Oui;;Non
DOS51306;21/06/2023;AG008;84;Non;4;46,5;Email;Relevé compteur;Non;Non;Oui;9;Non
DOS51307;15/03/2023;AG008;186;Non;4;34,77;Email;Souscription contrat;Non;Oui;Oui;10;Oui
DOS51308;04/12/2023;AG011;432;Oui;4;18,57;Email;Litige paiement;Non;Oui;Oui;;Oui
DOS51309;10/12/2023;AG008;492;Oui;5;48,33;Téléphone;Déménagement;Oui;Oui;Non;8;Non
DOS51310;27/02/2023;AG012;414;Non;3;24,24;Courrier;Changement d'offre;Non;Non;Oui;10;Oui
DOS51311;20/08/2023;AG011;204;Oui;4;25,66;Email;Litige paiement;Non;Non;Non;;Non
DOS51312;17/03/2023;AG019;444;Oui;5;35,94;Chat;Relevé compteur;Non;Non;Non;;Oui
DOS51313;27/01/2023;AG025;210;Non;3;49,97;Courrier;Demande d'information;Oui;Oui;Oui;;Oui
DOS51314;18/06/2023;AG019;444;Non;3;44,38;Courrier;Facturation;Non;Non;Oui;;Non
DOS51315;06/09/2023;AG003;180;Non;3;18,51;Courrier;Souscription contrat;Oui;Non;Oui;9;Oui
DOS51316;16/07/2023;AG008;258;Non;4;27,29;Courrier;Litige paiement;Oui;Non;Oui;10;Oui
DOS51317;26/03/2023;AG007;12;Non;5;25,85;Courrier;Demande d'information;Oui;Non;Oui;;Non
DOS51318;10/11/2023;AG025;186;Non;5;42,5;Téléphone;Litige paiement;Oui;Non;Oui;;Non
DOS51319;31/12/2023;AG012;396;Non;1;52,21;Courrier;Relevé compteur;Oui;Non;Oui;6;Non
DOS51320;07/01/2023;AG003;552;Non;5;14,96;Courrier;Litige paiement;Non;Non;Oui;;Oui
DOS51321;16/02/2023;AG007;456;Oui;5;49,17;Téléphone;Demande d'information;Oui;Non;Oui;7;Non
DOS51322;13/03/2023;AG019;408;Non;5;54,1;Email;Déménagement;Non;Non;Oui;6;Oui
DOS51323;17/09/2023;AG019;132;Oui;3;37,61;Email;Réclamation;Oui;Non;Oui;7;Oui
DOS51324;06/12/2023;AG007;264;Non;4;14,6;Téléphone;Déménagement;Oui;Non;Oui;;Oui
DOS51325;20/02/2023;AG003;516;Oui;4;46,3;Email;Facturation;Oui;Oui;Non;;Oui
DOS51326;21/09/2023;AG007;318;Oui;;37,68;Chat;Réclamation;Non;Non;Non;;Non
DOS51327;11/08/2023;AG011;162;Non;5;31,67;Courrier;Changement d'offre;Oui;Non;Oui;9;Oui
DOS51328;10/01/2023;AG003;264;Non;4;25,39;Chat;Facturation;Non;Non;Oui;8;Non
DOS51329;25/12/2023;AG025;60;Non;3;30,84;Téléphone;Souscription contrat;Non;Non;Non;10;Oui
DOS51330;26/11/2023;AG011;420;Oui;5;22,23;Chat;Facturation;Non;Non;Oui;6;Non
DOS51331;19/01/2023;AG011;78;Oui;4;54,51;Courrier;Litige paiement;Non;Non;Oui;;Oui
DOS51332;26/04/2023;AG012;144;Oui;3;32,51;Email;Résiliation;Oui;Oui;Oui;7;Non
DOS51333;20/04/2023;AG019;312;Non;4;49,26;Téléphone;Souscription contrat;Oui;Non;Oui;;Non
DOS51334;22/12/2023;AG012;162;Non;4;47,15;Email;Demande d'information;Non;Non;Oui;;Oui
DOS51335;17/11/2023;AG012;336;Oui;4;27,86;Chat;Déménagement;Oui;Non;Oui;;Oui
DOS51336;15/01/2023;AG012;414;Non;2;39,46;Courrier;Déménagement;Oui;Non;Oui;;Oui
DOS51337;20/10/2023;AG011;246;Non;5;50,63;Téléphone;Réclamation;Oui;Non;Oui;;Non
DOS51338;24/12/2023;AG025;474;Non;5;47,97;Courrier;Réclamation;Oui;Non;Non;;Non
DOS51339;14/02/2023;AG003;402;Oui;4;14,35;Chat;Souscription contrat;Non;Non;Oui;;Oui
DOS51340;30/01/2023;AG019;378;Non;5;14,99;Chat;Panne compteur;Oui;Non;Non;7;Oui
DOS51341;07/12/2023;AG011;474;Oui;3;33,87;Courrier;Réclamation;Non;Oui;Non;8;Non
DOS51342;21/01/2023;AG003;336;Oui;3;35,5;Téléphone;Facturation;Oui;Non;Non;;Oui
DOS51343;29/11/2023;AG003;270;Oui;5;53;Téléphone;Souscription contrat;Oui;Non;Oui;;Oui
DOS51344;02/06/2023;AG007;360;Oui;2;21,1;Téléphone;Résiliation;Oui;Non;Oui;;Oui
DOS51345;19/03/2023;AG012;168;Oui;3;38,4;Email;Changement d'offre;Oui;Non;Oui;;Non
DOS51346;16/07/2023;AG003;426;Oui;3;47,05;Email;Panne compteur;Oui;Non;Oui;;Oui
DOS51347;30/08/2023;AG011;426;Non;3;48,7;Email;Panne compteur;Non;Non;Oui;;Non
DOS51348;17/06/2023;AG012;288;Non;3;41,55;Chat;Panne compteur;Non;Oui;Non;8;Non
DOS51349;05/02/2023;AG003;240;Oui;5;33,44;Chat;Changement d'offre;Non;Non;Non Renseigné;;Non
DOS51350;03/11/2023;AG003;342;Non;5;29,52;Téléphone;Panne compteur;Non;Non;Oui;10;Oui
DOS51351;06/09/2023;AG025;150;Non;5;28,77;Email;Réclamation;Oui;Non;Oui;8;Non
DOS51352;25/03/2023;AG003;264;Oui;4;13,14;Email;Changement d'offre;Oui;Non;Oui;;Non
DOS51353;02/05/2023;AG003;462;Oui;3;14,5;Courrier;Résiliation;Non;Non;Oui;8;Oui
DOS51354;04/09/2023;AG025;192;Oui;4;52,36;Email;Facturation;Non;Non;Non;;Non
DOS51355;30/04/2023;AG025;480;Non;3;40,5;Email;Souscription contrat;Non;Non;Oui;5;Non
DOS51356;26/03/2023;AG007;366;Oui;;28,3;Email;Facturation;Non;Non;Oui;;Oui
DOS51357;25/03/2023;AG011;384;Non;;32,58;Téléphone;Réclamation;Non;Non;Oui;3;Non
DOS51358;23/03/2023;AG003;240;Non;1;45,46;Téléphone;Résiliation;Non;Non;Oui;10;Oui
DOS51359;15/09/2023;AG019;204;Non;4;50,44;Téléphone;Facturation;Non;Non;Oui;8;Oui
DOS51360;31/07/2023;AG007;282;Oui;1;15,72;Téléphone;Facturation;Oui;Non;Non Renseigné;8;Non
DOS51361;01/11/2023;AG019;522;Oui;1;14,45;Chat;Panne compteur;Oui;Oui;Oui;0;Non
DOS51362;15/10/2023;AG011;234;Non;4;38,19;Chat;Relevé compteur;Non;Non;Oui;8;Oui
DOS51363;20/12/2023;AG011;42;Non;4;12,28;Courrier;Réclamation;Non;Non;Oui;9;Non
DOS51364;24/05/2023;AG019;324;Oui;;17,61;Email;Facturation;Non;Non;Non;6;Oui
DOS51365;31/12/2023;AG007;456;Non;5;46,3;Email;Litige paiement;Non;Non;Non;10;Non
DOS51366;18/02/2023;AG007;342;Oui;;34,13;Courrier;Panne compteur;Non;Non;Non;;Non
DOS51367;01/05/2023;AG019;534;Non;4;15,76;Email;Panne compteur;Non;Non;Non;8;Non
DOS51368;07/04/2023;AG003;390;Oui;4;16,01;Chat;Demande d'information;Non;Non;Oui;;Oui
DOS51369;23/02/2023;AG011;342;Non;1;23,33;Email;Litige paiement;Non;Non;Oui;5;Non
DOS51370;22/01/2023;AG003;276;Oui;5;40,12;Email;Déménagement;Oui;Non;Non;4;Oui
DOS51371;21/09/2023;AG003;378;Oui;5;35;Email;Litige paiement;Non;Oui;Oui;4;Oui
DOS51372;24/05/2023;AG025;126;Non;;24,9;Email;Résiliation;Non;Oui;Oui;;Non
DOS51373;28/04/2023;AG007;522;Non;5;14,09;Email;Demande d'information;Oui;Non;Non;;Non
DOS51374;19/12/2023;AG019;414;Non;3;40,84;Email;Facturation;Oui;Non;Oui;;Non
DOS51375;28/03/2023;AG025;414;Non;5;39,68;Email;Demande d'information;Non;Non;Oui;7;Oui
DOS51376;01/10/2023;AG011;306;Oui;5;25,19;Chat;Litige paiement;Oui;Non;Oui;;Non
DOS51377;04/06/2023;AG012;480;Non;3;16,38;Email;Demande d'information;Oui;Non;Oui;;Non
DOS51378;02/03/2023;AG003;288;Oui;4;46,6;Email;Déménagement;Non;Non;Oui;;Non
DOS51379;22/02/2023;AG025;246;Oui;5;51,51;Courrier;Souscription contrat;Oui;Non;Oui;7;Oui
DOS51380;04/10/2023;AG019;318;Oui;5;21,43;Courrier;Changement d'offre;Non;Non;Oui;;Non
DOS51381;22/12/2023;AG012;420;Non;4;46,32;Email;Réclamation;Non;Non;Oui;;Non
DOS51382;05/12/2023;AG003;228;Non;5;22,03;Téléphone;Souscription contrat;Non;Oui;Oui;6;Oui
DOS51383;01/12/2023;AG007;210;Non;5;34,14;Chat;Changement d'offre;Non;Non;Oui;;Non
DOS51384;27/04/2023;AG012;204;Oui;4;31,49;Téléphone;Relevé compteur;Oui;Non;Non;;Non
DOS51385;29/03/2023;AG012;258;Non;2;49,58;Chat;Facturation;Oui;Non;Oui;8;Oui
DOS51386;18/10/2023;AG007;432;Non;5;20,42;Email;Relevé compteur;Oui;Non;Oui;8;Non
DOS51387;09/10/2023;AG025;336;Non;5;19,18;Téléphone;Facturation;Oui;Non;Oui;7;Oui
DOS51388;13/09/2023;AG003;174;Non;;40,39;Chat;Réclamation;Oui;Non;Oui;8;Oui
DOS51389;19/10/2023;AG012;600;Oui;4;46,17;Courrier;Litige paiement;Non;Non;Oui;7;Oui
DOS51390;19/01/2023;AG025;;Oui;;35,69;Chat;Litige paiement;Oui;Oui;Oui;;Non
DOS51391;16/06/2023;AG003;258;Non;3;16,76;Courrier;Déménagement;Non;Oui;Non;5;Non
DOS51392;17/06/2023;AG011;198;Non;5;29,05;Email;Litige paiement;Non;Oui;Oui;;Non
DOS51393;05/04/2023;AG025;234;Oui;3;16,78;Email;Réclamation;Non;Non;Oui;7;Non
DOS51394;08/02/2023;AG008;318;Oui;1;38,24;Téléphone;Panne compteur;Non;Non;Oui;;Non
DOS51395;03/07/2023;AG007;288;Oui;4;42,46;Email;Souscription contrat;Non;Non;Oui;8;Non
DOS51396;06/06/2023;AG011;216;Non;2;24,52;Email;Demande d'information;Oui;Oui;Oui;9;Oui
DOS51397;27/12/2023;AG003;354;Oui;1;17,57;Email;Réclamation;Oui;Non;Oui;;Oui
DOS51398;22/07/2023;AG003;372;Non;;20,67;Téléphone;Litige paiement;Oui;Non;Non;;Non
DOS51399;02/02/2023;AG019;390;Oui;4;26,68;Téléphone;Résiliation;Oui;Oui;Oui;;Non
DOS51400;29/01/2023;AG012;324;Non;3;46,45;Chat;Litige paiement;Non;Non;Non;4;Oui
DOS51401;31/10/2023;AG007;366;Non;5;23,38;Courrier;Demande d'information;Oui;Non;Oui;;Non
DOS51402;17/03/2023;AG008;390;Oui;3;41,49;Courrier;Changement d'offre;Non;Non;Oui;;Oui
DOS51403;28/03/2023;AG012;234;Oui;4;41,28;Courrier;Souscription contrat;Non;Non;Oui;8;Oui
DOS51404;16/01/2023;AG012;558;Non;5;43,63;Chat;Réclamation;Non;Non;Oui;;Non
DOS51405;10/01/2023;AG019;516;Oui;5;23,61;Chat;Facturation;Oui;Non;Oui;;Oui
DOS51406;06/08/2023;AG007;420;Non;3;25,28;Courrier;Panne compteur;Oui;Non;Oui;6;Oui
DOS51407;28/03/2023;AG007;270;Non;;35,49;Email;Facturation;Non;Non;Oui;5;Oui
DOS51408;17/07/2023;AG025;84;Non;5;48,23;Courrier;Souscription contrat;Oui;Non;Non Renseigné;7;Non
DOS51409;17/03/2023;AG008;108;Non;;46,64;Email;Changement d'offre;Oui;Oui;Oui;;Oui
DOS51410;20/10/2023;AG003;282;Oui;3;25,93;Email;Réclamation;Non;Non;Oui;9;Oui
DOS51411;27/03/2023;AG003;516;Non;3;38,18;Chat;Demande d'information;Oui;Non;Oui;9;Non
DOS51412;28/01/2023;AG007;294;Oui;5;31,98;Courrier;Relevé compteur;Non;Non;Oui;8;Oui
DOS51413;19/07/2023;AG011;198;Non;;54,04;Courrier;Demande d'information;Non;Oui;Oui;5;Oui
DOS51414;31/08/2023;AG019;204;Oui;5;13,12;Chat;Relevé compteur;Oui;Non;Oui;7;Non
DOS51415;01/05/2023;AG008;516;Oui;1;36,31;Chat;Demande d'information;Oui;Non;Non;9;Oui
DOS51416;13/10/2023;AG012;282;Oui;3;30,46;Courrier;Litige paiement;Oui;Non;Oui;;Non
DOS51417;12/10/2023;AG008;504;Non;3;50,59;Chat;Relevé compteur;Oui;Non;Oui;10;Oui
DOS51418;27/05/2023;AG012;192;Oui;5;52,39;Téléphone;Litige paiement;Oui;Non;Oui;;Oui
DOS51419;30/05/2023;AG007;210;Oui;;46,8;Courrier;Demande d'information;Non;Non;Oui;8;Non
DOS51420;02/08/2023;AG012;252;Oui;5;18,16;Chat;Résiliation;Non;Non;Non Renseigné;;Oui
DOS51421;02/10/2023;AG008;372;Non;4;13,12;Courrier;Réclamation;Non;Non;Oui;;Oui
DOS51422;11/06/2023;AG025;402;Oui;5;22,32;Téléphone;Relevé compteur;Oui;Non;Oui;;Oui
DOS51423;24/05/2023;AG011;222;Non;;43,35;Téléphone;Litige paiement;Oui;Oui;Non;;Non
DOS51424;23/07/2023;AG025;240;Oui;5;54,28;Courrier;Facturation;Non;Non;Oui;;Non
DOS51425;17/05/2023;AG008;138;Non;5;22,53;Chat;Litige paiement;Non;Non;Oui;;Oui
DOS51426;06/02/2023;AG011;132;Oui;5;16,71;Courrier;Changement d'offre;Oui;Non;Non Renseigné;;Oui
DOS51427;29/10/2023;AG019;204;Non;4;33,07;Email;Souscription contrat;Non;Non;Oui;9;Non
DOS51428;02/12/2023;AG011;492;Non;5;47,16;Courrier;Réclamation;Oui;Non;Oui;;Non
DOS51429;04/07/2023;AG025;198;Non;3;35,4;Email;Déménagement;Non;Non;Oui;7;Oui
DOS51430;29/11/2023;AG019;324;Non;2;14,38;Téléphone;Relevé compteur;Non;Non;Non Renseigné;;Oui
DOS51431;28/06/2023;AG007;270;Oui;2;38,5;Email;Relevé compteur;Non;Non;Oui;10;Non
DOS51432;06/07/2023;AG012;;Oui;3;47,23;Chat;Changement d'offre;Non;Non;Oui;7;Non
DOS51433;17/12/2023;AG012;384;Oui;3;51,18;Chat;Réclamation;Non;Oui;Oui;5;Non
DOS51434;30/08/2023;AG007;240;Non;1;37,23;Courrier;Relevé compteur;Non;Non;Oui;;Non
DOS51435;31/05/2023;AG011;426;Non;4;51,34;Téléphone;Déménagement;Oui;Non;Oui;10;Non
DOS51436;08/04/2023;AG007;426;Oui;;12,41;Email;Déménagement;Oui;Non;Non;7;Non
DOS51437;06/11/2023;AG025;246;Non;5;12,16;Chat;Résiliation;Oui;Non;Oui;9;Non
DOS51438;25/10/2023;AG007;408;Non;5;45,93;Email;Changement d'offre;Oui;Non;Non Renseigné;;Non
DOS51439;31/03/2023;AG007;408;Non;1;51,99;Chat;Changement d'offre;Oui;Non;Oui;7;Oui
DOS51440;28/09/2023;AG011;276;Oui;5;50,86;Email;Résiliation;Non;Non;Oui;;Oui
DOS51441;08/02/2023;AG003;258;Non;5;19,62;Chat;Panne compteur;Oui;Non;Oui;;Non
DOS51442;06/03/2023;AG019;354;Non;5;15,58;Courrier;Résiliation;Oui;Non;Non;;Oui
DOS51443;13/06/2023;AG007;546;Oui;5;24,27;Courrier;Litige paiement;Oui;Non;Oui;;Non
DOS51444;23/12/2023;AG019;456;Oui;4;42,42;Téléphone;Réclamation;Oui;Non;Oui;10;Non
DOS51445;22/12/2023;AG025;318;Non;5;38,74;Courrier;Facturation;Oui;Non;Oui;;Oui
DOS51446;29/07/2023;AG019;84;Oui;4;17,13;Chat;Litige paiement;Oui;Non;Non;10;Oui
DOS51447;21/10/2023;AG003;306;Non;4;29,59;Chat;Changement d'offre;Non;Non;Oui;9;Non
DOS51448;04/12/2023;AG008;84;Oui;5;13,9;Téléphone;Résiliation;Oui;Non;Oui;8;Oui
DOS51449;22/09/2023;AG003;120;Oui;2;37,33;Téléphone;Relevé compteur;Oui;Non;Oui;9;Non
DOS51450;22/07/2023;AG007;216;Non;2;52,56;Chat;Réclamation;Oui;Non;Non Renseigné;9;Non
DOS51451;18/01/2023;AG011;324;Oui;3;16,27;Email;Demande d'information;Oui;Non;Oui;4;Non
DOS51452;02/11/2023;AG025;228;Oui;;43,74;Téléphone;Réclamation;Non;Oui;Oui;9;Non
DOS51453;25/07/2023;AG012;468;Oui;4;29,28;Téléphone;Panne compteur;Oui;Non;Non;;Non
DOS51454;04/03/2023;AG007;306;Non;3;;Téléphone;Déménagement;Non;Non;Oui;;Oui
DOS51455;01/09/2023;AG008;234;Oui;5;28,91;Téléphone;Réclamation;Oui;Non;Oui;4;Oui
DOS51456;08/03/2023;AG011;396;Non;5;45,72;Chat;Résiliation;Non;Non;Oui;;Non
DOS51457;10/06/2023;AG019;222;Non;;51,68;Courrier;Réclamation;Oui;Non;Oui;;Non
DOS51458;31/03/2023;AG012;324;Oui;5;27,61;Chat;Déménagement;Non;Non;Oui;;Non
DOS51459;09/07/2023;AG019;;Oui;2;23,05;Email;Litige paiement;Non;Non;Oui;;Non
DOS51460;13/02/2023;AG025;222;Non;;30,41;Courrier;Résiliation;Oui;Non;Oui;0;Non
DOS51461;15/10/2023;AG008;456;Oui;4;29,36;Courrier;Relevé compteur;Non;Non;Oui;9;Non
DOS51462;03/05/2023;AG007;366;Oui;3;40,67;Email;Changement d'offre;Oui;Oui;Oui;9;Non
DOS51463;10/06/2023;AG012;342;Oui;5;32,28;Chat;Facturation;Non;Non;Oui;;Oui
DOS51464;17/01/2023;AG019;384;Non;5;14,61;Chat;Réclamation;Non;Non;Oui;9;Non
DOS51465;31/05/2023;AG025;456;Non;3;16,11;Téléphone;Souscription contrat;Oui;Non;Non;;Non
DOS51466;17/11/2023;AG008;306;Non;4;47,51;Courrier;Demande d'information;Oui;Non;Non;9;Non
DOS51467;28/11/2023;AG007;246;Non;4;25,46;Chat;Facturation;Oui;Non;Non;8;Oui
DOS51468;24/11/2023;AG011;402;Non;3;47,99;Chat;Changement d'offre;Oui;Non;Non Renseigné;3;Non
DOS51469;04/02/2023;AG003;288;Oui;2;40,6;Téléphone;Demande d'information;Non;Non;Non;7;Non
DOS51470;10/02/2023;AG008;246;Oui;4;12,69;Email;Relevé compteur;Oui;Oui;Non;5;Non
DOS51471;16/09/2023;AG008;;Non;2;16,6;Email;Changement d'offre;Non;Non;Oui;9;Oui
DOS51472;07/08/2023;AG019;366;Oui;2;14,75;Email;Facturation;Non;Non;Oui;8;Oui
DOS51473;30/07/2023;AG011;96;Non;4;17,86;Téléphone;Changement d'offre;Oui;Non;Oui;7;Non
DOS51474;02/03/2023;AG008;366;Non;1;38,48;Chat;Panne compteur;Non;Non;Non;;Non
DOS51475;14/09/2023;AG003;174;Non;4;35,68;Téléphone;Litige paiement;Oui;Non;Non Renseigné;;Oui
DOS51476;18/04/2023;AG011;228;Oui;4;16,16;Courrier;Changement d'offre;Non;Non;Non;8;Oui
DOS51477;26/08/2023;AG019;150;Oui;4;21,74;Email;Réclamation;Non;Non;Non;;Oui
DOS51478;24/06/2023;AG003;390;Oui;5;39,64;Email;Souscription contrat;Oui;Non;Oui;8;Non
DOS51479;13/05/2023;AG008;342;Non;4;13,43;Téléphone;Demande d'information;Oui;Non;Oui;;Oui
DOS51480;27/05/2023;AG025;180;Oui;;28,86;Courrier;Relevé compteur;Oui;Non;Non Renseigné;;Non
DOS51481;22/07/2023;AG019;414;Non;5;39,78;Chat;Résiliation;Oui;Non;Oui;5;Oui
DOS51482;30/04/2023;AG012;120;Oui;3;26,38;Email;Réclamation;Oui;Non;Non Renseigné;5;Non
DOS51483;06/08/2023;AG008;264;Oui;4;26,69;Chat;Réclamation;Non;Non;Non Renseigné;5;Oui
DOS51484;21/03/2023;AG008;144;Non;4;46,87;Courrier;Facturation;Non;Non;Oui;;Oui
DOS51485;19/09/2023;AG008;288;Non;;18,76;Chat;Déménagement;Non;Non;Oui;5;Oui
DOS51486;05/04/2023;AG008;246;Oui;5;49,85;Téléphone;Facturation;Non;Non;Oui;;Non
DOS51487;17/03/2023;AG019;168;Non;5;17,67;Téléphone;Souscription contrat;Non;Non;Oui;;Non
DOS51488;13/03/2023;AG019;312;Oui;4;23,89;Email;Facturation;Oui;Oui;Oui;4;Non
DOS51489;04/06/2023;AG012;186;Non;4;36,46;Email;Changement d'offre;Non;Non;Oui;8;Oui
DOS51490;05/07/2023;AG011;54;Oui;;16,81;Téléphone;Réclamation;Non;Non;Oui;7;Non
DOS51491;01/02/2023;AG008;120;Oui;;18,07;Email;Résiliation;Oui;Non;Oui;8;Oui
DOS51492;17/02/2023;AG007;264;Non;4;14,3;Téléphone;Résiliation;Oui;Non;Non;10;Oui
DOS51493;27/06/2023;AG003;276;Oui;5;38,16;Chat;Déménagement;Oui;Non;Non Renseigné;5;Non
DOS51494;18/09/2023;AG003;210;Oui;;41,23;Courrier;Litige paiement;Non;Non;Oui;;Non
DOS51495;03/01/2023;AG012;486;Non;4;42,66;Email;Panne compteur;Non;Non;Non Renseigné;;Oui
DOS51496;29/08/2023;AG008;348;Oui;4;36,71;Courrier;Souscription contrat;Non;Non;Oui;10;Non
DOS51497;24/06/2023;AG025;360;Oui;5;15,6;Email;Souscription contrat;Non;Non;Oui;10;Non
DOS51498;30/01/2023;AG011;198;Non;4;36,11;Courrier;Réclamation;Non;Non;Oui;0;Oui
