IdTicket,DateTicket,Operateur,TempsTraitement_Min,Resolu,Satisfaction_Client,CoutFacturation,Canal_Contact,Motif,Traite,Reprise_Appel,Conforme,Score_NPS,Motif_Reclamation
TCK20810,2023-09-22,Op004,6.3,oui,10.0,44.49,TEL,Déménagement,Oui,0,Vrai,3.0,
TCK20811,2023-04-09,Op003,3.5,Non,10.0,46.24,Réseaux sociaux,Panne compteur,Non,1,Vrai,9.0,
TCK20812,2023-02-26,Op004,2.6,Non,,14.98,Mail,Panne compteur,Oui,0,Vrai,9.0,
TCK20813,2023-01-15,Op001,6.5,1,,23.62,TEL,Changement d'offre,Oui,0,Vrai,8.0,
TCK20814,2023-08-20,Op004,4.0,Oui,7.0,17.0,Chat,Facturation,0,0,Vrai,7.0,
TCK20815,2023-01-27,Op007,4.5,Oui,5.0,26.1,Réseaux sociaux,Changement d'offre,0,0,Vrai,,Délai de traitement
TCK20816,2023-07-02,Op008,3.1,0,5.0,57.17,Chat,Changement d'offre,0,0,Vrai,7.0,
TCK20817,2023-10-29,Op001,4.8,Non,10.0,28.25,TEL,Réclamation,1,0,Vrai,,
TCK20818,2023-02-23,Op003,4.6,0,,47.77,Tel,Changement d'offre,Non,1,Vrai,,
TCK20819,2023-03-23,Op005,4.6,Non,8.0,40.34,Réseaux sociaux,Résiliation,Non,1,Vrai,,Délai de traitement
TCK20820,2023-02-02,Op002,7.1,0,8.0,41.44,Réseaux sociaux,Changement d'offre,Oui,0,Vrai,9.0,
TCK20821,2023-06-02,Op005,6.9,oui,,37.69,Tel,Changement d'offre,1,0,Vrai,,
TCK20822,2023-09-21,Op001,5.3,Non,6.0,20.78,TEL,Souscription contrat,0,0,Vrai,0.0,
TCK20823,2023-06-04,Op002,5.1,oui,,14.19,Chat,Facturation,0,0,Vrai,7.0,Délai de traitement
TCK20824,2023-01-06,Op004,8.5,1,5.0,51.46,Réseaux sociaux,Résiliation,1,1,Vrai,,
TCK20825,2023-05-19,Op002,0.4,oui,10.0,32.19,TEL,Changement d'offre,0,1,Vrai,,
TCK20826,2023-01-20,Op003,6.3,oui,,11.91,TEL,Relevé compteur,0,0,Vrai,6.0,
TCK20827,2023-08-08,Op008,9.1,oui,7.0,,Mail,Litige paiement,1,0,Vrai,,
TCK20828,2023-09-03,Op001,6.5,0,10.0,17.88,Réseaux sociaux,Réclamation,Oui,0,Vrai,8.0,
TCK20829,2023-06-25,Op005,5.2,Non,,39.72,Réseaux sociaux,Résiliation,1,0,,10.0,
TCK20830,2023-09-15,Op005,2.4,Non,1.0,16.17,Réseaux sociaux,Souscription contrat,Non,0,Faux,,
TCK20831,2023-03-28,Op008,5.1,Non,,59.0,Mail,Réclamation,1,0,Vrai,5.0,
TCK20832,2023-08-13,Op006,2.0,oui,9.0,18.57,TEL,Litige paiement,Oui,0,Vrai,8.0,
TCK20833,2023-06-19,Op008,3.5,1,5.0,43.38,TEL,Résiliation,Oui,0,Vrai,,
TCK20834,2023-02-18,Op007,7.4,1,8.0,14.4,Mail,Déménagement,1,0,Vrai,,
TCK20835,2023-11-02,Op001,6.7,oui,2.0,,Tel,Changement d'offre,Non,0,,,
TCK20836,2023-03-22,Op007,4.1,Non,7.0,25.67,Réseaux sociaux,Facturation,0,0,Vrai,10.0,
TCK20837,2023-04-29,Op003,6.1,Non,,33.12,Chat,Réclamation,Oui,0,Vrai,9.0,
TCK20838,2023-09-23,Op008,6.3,oui,4.0,56.46,Réseaux sociaux,Panne compteur,Non,0,Vrai,8.0,
TCK20839,2023-10-23,Op005,4.0,Non,5.0,25.17,Mail,Changement d'offre,Non,0,Vrai,9.0,
TCK20840,2023-10-15,Op003,5.1,1,5.0,56.54,Mail,Facturation,Non,0,Faux,,
TCK20841,2023-02-09,Op003,5.3,Oui,,22.29,TEL,Panne compteur,Oui,0,Vrai,,
TCK20842,2023-12-30,Op006,1.6,Oui,7.0,51.2,TEL,Réclamation,Oui,0,Vrai,7.0,Facturation incorrecte
TCK20843,2023-05-11,Op001,5.5,Oui,4.0,10.27,Tel,Facturation,Oui,0,Vrai,5.0,
TCK20844,2023-11-29,Op002,1.1,Non,,26.13,Réseaux sociaux,Relevé compteur,Non,0,Vrai,5.0,
TCK20845,2023-05-17,Op001,5.9,oui,,42.25,Tel,Résiliation,Non,0,Faux,,
TCK20846,2023-06-05,Op002,5.1,oui,9.0,52.66,Tel,Litige paiement,Oui,0,Vrai,9.0,Comportement agent
TCK20847,2023-11-15,Op007,6.4,1,9.0,23.23,TEL,Réclamation,1,0,Vrai,,
TCK20848,2023-10-25,Op004,0.5,1,,,Réseaux sociaux,Demande d'information,0,0,Vrai,5.0,
TCK20849,2023-06-23,Op008,6.5,1,,10.58,Mail,Panne compteur,0,0,Vrai,8.0,
TCK20850,2023-12-13,Op006,8.0,1,7.0,,TEL,Demande d'information,0,0,Faux,9.0,
TCK20851,2023-07-12,Op008,5.7,0,9.0,39.6,Chat,Panne compteur,Non,0,Vrai,9.0,
TCK20852,2023-06-03,Op001,5.4,oui,,13.34,Réseaux sociaux,Résiliation,Non,0,Vrai,2.0,
TCK20853,2023-09-30,Op001,7.4,Non,8.0,15.82,Chat,Réclamation,Oui,1,Vrai,,
TCK20854,2023-07-15,Op006,1.7,Oui,8.0,13.98,TEL,Réclamation,1,0,Vrai,6.0,
TCK20855,2023-06-17,Op007,5.7,Oui,6.0,31.48,Chat,Panne compteur,1,0,Faux,,
TCK20856,2023-04-07,Op007,1.0,oui,9.0,,TEL,Réclamation,Non,0,Vrai,,
TCK20857,2023-06-22,Op002,5.6,0,7.0,46.02,Réseaux sociaux,Panne compteur,1,0,Faux,7.0,
TCK20858,2023-05-09,Op008,2.0,oui,2.0,47.74,Chat,Facturation,Non,0,Vrai,7.0,
TCK20859,2023-11-04,Op008,6.6,oui,5.0,42.43,Réseaux sociaux,Litige paiement,1,0,Vrai,10.0,
TCK20860,2023-09-17,Op008,5.9,1,10.0,10.57,Mail,Panne compteur,Non,0,,8.0,
TCK20861,2023-09-02,Op008,8.2,Oui,9.0,44.83,Chat,Demande d'information,0,0,Faux,4.0,Délai de traitement
TCK20862,2023-04-29,Op003,5.5,0,8.0,50.9,Tel,Demande d'information,Non,0,Vrai,5.0,
TCK20863,2023-07-16,Op003,4.2,0,,39.38,Tel,Litige paiement,1,0,Vrai,5.0,
TCK20864,2023-10-13,Op006,3.1,1,,27.02,Chat,Relevé compteur,1,0,Vrai,10.0,
TCK20865,2023-03-24,Op004,3.3,0,10.0,33.83,TEL,Litige paiement,0,0,Vrai,7.0,
TCK20866,2023-03-21,Op006,4.7,1,,18.27,TEL,Souscription contrat,1,0,Faux,8.0,
TCK20867,2023-11-09,Op008,1.1,Oui,2.0,58.89,TEL,Panne compteur,1,1,Vrai,9.0,
TCK20868,2023-02-16,Op008,4.6,oui,10.0,46.25,Chat,Réclamation,1,0,,,
TCK20869,2023-06-26,Op001,6.1,Non,5.0,31.8,Mail,Demande d'information,1,0,Vrai,10.0,
TCK20870,2023-04-14,Op006,1.9,Non,,25.06,Mail,Changement d'offre,1,0,Vrai,8.0,
TCK20871,2023-03-27,Op005,6.6,Non,,38.91,Tel,Panne compteur,1,0,Vrai,5.0,
TCK20872,2023-05-31,Op005,9.4,0,7.0,24.33,Réseaux sociaux,Réclamation,1,0,Vrai,,Facturation incorrecte
TCK20873,2023-02-18,Op003,4.4,Non,,28.35,Mail,Réclamation,Non,0,Vrai,4.0,
TCK20874,2023-11-23,Op004,4.1,0,8.0,15.19,TEL,Relevé compteur,Non,0,Vrai,,
TCK20875,2023-08-21,Op004,4.3,Non,8.0,50.65,TEL,Réclamation,Non,0,Vrai,,Comportement agent
TCK20876,2023-02-04,Op003,4.7,Oui,10.0,23.63,Tel,Réclamation,Oui,1,Vrai,5.0,
TCK20877,2023-01-04,Op002,4.0,oui,7.0,53.58,Tel,Demande d'information,Oui,0,Vrai,10.0,
TCK20878,2023-03-17,Op002,1.0,Oui,10.0,35.88,TEL,Changement d'offre,1,0,Vrai,,
TCK20879,2023-05-28,Op003,4.2,Oui,,29.1,Tel,Facturation,Oui,0,Vrai,6.0,
TCK20880,2023-01-31,Op005,2.7,oui,8.0,59.85,Chat,Relevé compteur,Non,0,Vrai,,
TCK20881,2023-05-17,Op005,4.8,Oui,2.0,31.28,Réseaux sociaux,Changement d'offre,0,0,Vrai,,
TCK20882,2023-10-21,Op001,6.9,0,5.0,28.19,TEL,Changement d'offre,0,0,Vrai,,
TCK20883,2023-04-07,Op006,2.8,Oui,8.0,51.66,Chat,Changement d'offre,Non,1,Vrai,0.0,Délai de traitement
TCK20884,2023-07-20,Op003,7.7,0,,15.37,Mail,Litige paiement,0,0,Vrai,7.0,
TCK20885,2023-07-22,Op003,3.8,Non,8.0,52.31,Chat,Litige paiement,0,0,Faux,6.0,Délai de traitement
TCK20886,2023-01-02,Op002,3.0,1,4.0,17.26,Chat,Facturation,0,0,Faux,,
TCK20887,2023-02-13,Op006,5.7,Non,9.0,25.81,Tel,Panne compteur,1,0,Vrai,8.0,
TCK20888,2023-10-04,Op001,3.6,oui,,29.86,Tel,Déménagement,Non,0,Vrai,9.0,Délai de traitement
TCK20889,2023-09-15,Op005,4.4,oui,8.0,38.57,Mail,Souscription contrat,Oui,0,Vrai,8.0,
TCK20890,2023-12-21,Op007,4.5,1,6.0,50.96,Réseaux sociaux,Demande d'information,1,1,Vrai,6.0,
TCK20891,2023-08-14,Op005,5.6,oui,,37.36,Mail,Panne compteur,Non,0,Vrai,3.0,
TCK20892,2023-02-22,Op005,4.4,oui,4.0,38.78,Tel,Résiliation,Oui,0,Vrai,6.0,
TCK20893,2023-05-29,Op004,4.2,oui,,57.53,Mail,Panne compteur,Non,0,Vrai,9.0,
TCK20894,2023-09-05,Op008,3.8,0,,21.01,Réseaux sociaux,Demande d'information,Oui,0,Vrai,,
TCK20895,2023-11-19,Op007,5.4,oui,4.0,20.06,TEL,Déménagement,Non,0,Vrai,9.0,
TCK20896,2023-06-14,Op002,3.5,1,10.0,35.22,Chat,Souscription contrat,0,0,Vrai,1.0,
TCK20897,2023-06-12,Op007,6.9,Oui,10.0,33.22,Chat,Demande d'information,1,1,,,
TCK20898,2023-09-24,Op007,4.6,oui,,11.52,TEL,Litige paiement,1,1,Vrai,,
TCK20899,2023-01-05,Op002,1.5,Non,4.0,16.59,Chat,Relevé compteur,0,0,Vrai,3.0,
TCK20900,2023-02-05,Op002,5.1,0,,31.14,Tel,Demande d'information,Oui,0,Faux,,
TCK20901,2023-02-04,Op005,5.4,0,10.0,35.86,Mail,Souscription contrat,Non,0,Vrai,9.0,
TCK20902,2023-06-24,Op008,7.0,1,6.0,49.21,Mail,Facturation,0,0,Vrai,,
TCK20903,2023-07-29,Op005,3.2,Non,,48.16,Tel,Facturation,Oui,0,Vrai,4.0,
TCK20904,2023-12-21,Op007,2.9,0,5.0,26.9,Réseaux sociaux,Litige paiement,0,0,Vrai,8.0,
TCK20905,2023-02-25,Op002,5.7,Non,3.0,33.49,Réseaux sociaux,Facturation,Non,0,Faux,,
TCK20906,2023-06-25,Op005,6.6,Oui,,26.47,Réseaux sociaux,Panne compteur,Non,0,Vrai,9.0,
TCK20907,2023-04-08,Op002,3.1,1,,16.91,TEL,Réclamation,1,0,Faux,,
TCK20908,2023-09-30,Op005,5.0,1,9.0,21.29,Chat,Facturation,0,1,Vrai,8.0,
TCK20909,2023-02-19,Op001,4.4,0,,40.61,Mail,Changement d'offre,0,0,Vrai,,
TCK20910,2023-03-04,Op001,3.2,0,8.0,34.39,Tel,Litige paiement,0,1,Vrai,7.0,
TCK20911,2023-02-22,Op001,4.3,oui,8.0,45.11,Chat,Réclamation,0,0,Vrai,7.0,
TCK20912,2023-08-22,Op003,6.5,1,4.0,24.45,TEL,Résiliation,0,1,Vrai,,
TCK20913,2023-04-05,Op003,4.6,0,4.0,14.31,TEL,Facturation,0,0,Vrai,4.0,
TCK20914,2023-01-05,Op006,4.2,oui,,38.82,Chat,Souscription contrat,0,0,Vrai,,
TCK20915,2023-01-24,Op001,5.6,1,6.0,49.6,Chat,Souscription contrat,1,0,Vrai,,
TCK20916,2023-07-10,Op004,6.6,1,5.0,16.77,Chat,Relevé compteur,0,0,Vrai,8.0,
TCK20917,2023-07-28,Op006,2.8,oui,10.0,24.56,Tel,Déménagement,Non,0,Faux,2.0,
TCK20918,2023-11-26,Op005,5.1,1,5.0,21.13,Mail,Déménagement,Non,0,Vrai,5.0,
TCK20919,2023-03-21,Op004,3.9,Oui,9.0,45.87,Tel,Relevé compteur,Non,0,Vrai,,
TCK20920,2023-11-05,Op002,4.6,Oui,10.0,37.0,Mail,Réclamation,Non,0,Faux,7.0,
TCK20921,2023-02-06,Op005,5.7,Oui,4.0,33.05,Réseaux sociaux,Relevé compteur,Oui,1,Vrai,5.0,
TCK20922,2023-11-29,Op005,4.0,oui,4.0,40.14,Chat,Panne compteur,0,0,Vrai,6.0,
TCK20923,2023-04-24,Op005,0.9,oui,,59.3,TEL,Souscription contrat,0,0,Faux,,Comportement agent
TCK20924,2023-09-07,Op007,4.4,Oui,8.0,42.87,Chat,Relevé compteur,1,1,Vrai,7.0,
TCK20925,2023-06-02,Op005,6.3,Oui,9.0,54.75,Réseaux sociaux,Déménagement,0,0,Vrai,,
TCK20926,2023-05-27,Op004,5.3,0,5.0,30.79,Mail,Déménagement,1,0,Vrai,5.0,
TCK20927,2023-12-04,Op007,4.3,0,,40.05,Réseaux sociaux,Litige paiement,Non,0,Faux,0.0,
TCK20928,2023-02-14,Op002,4.8,0,7.0,22.23,TEL,Souscription contrat,Non,0,Vrai,2.0,
TCK20929,2023-08-28,Op001,4.6,Oui,10.0,47.31,Réseaux sociaux,Réclamation,1,0,Vrai,10.0,
TCK20930,2023-10-27,Op005,1.4,oui,8.0,48.83,Tel,Changement d'offre,Oui,1,Vrai,,
TCK20931,2023-06-01,Op006,4.8,Oui,5.0,37.61,Chat,Litige paiement,0,0,Vrai,,
TCK20932,2023-12-16,Op005,2.2,Non,5.0,34.06,Tel,Facturation,Oui,0,Vrai,9.0,
TCK20933,2023-03-03,Op003,6.6,oui,7.0,40.87,TEL,Changement d'offre,0,0,Faux,8.0,
TCK20934,2023-01-05,Op007,2.2,0,4.0,58.08,Mail,Déménagement,Oui,0,Vrai,7.0,
TCK20935,2023-01-24,Op007,3.8,1,10.0,35.57,Chat,Déménagement,Oui,0,Vrai,,
TCK20936,2023-10-03,Op007,3.4,1,,27.76,Chat,Panne compteur,0,1,Vrai,2.0,
TCK20937,2023-11-26,Op004,7.3,0,8.0,30.36,Mail,Demande d'information,0,0,Vrai,8.0,
TCK20938,2023-09-23,Op008,6.5,Oui,9.0,37.17,Réseaux sociaux,Souscription contrat,Oui,0,Vrai,9.0,
TCK20939,2023-01-27,Op007,0.4,1,7.0,34.86,Chat,Litige paiement,0,0,Faux,5.0,
TCK20940,2023-01-23,Op002,4.5,0,4.0,18.46,Réseaux sociaux,Changement d'offre,Non,0,Vrai,8.0,
TCK20941,2023-06-22,Op004,2.5,oui,7.0,16.31,Tel,Déménagement,0,1,Vrai,10.0,Facturation incorrecte
TCK20942,2023-07-23,Op002,4.8,1,,42.97,Chat,Souscription contrat,0,0,Vrai,10.0,
TCK20943,2023-08-20,Op002,5.7,0,9.0,30.09,TEL,Facturation,Non,0,Vrai,6.0,
TCK20944,2023-07-31,Op006,4.9,1,8.0,48.46,Réseaux sociaux,Résiliation,Non,0,Vrai,5.0,Facturation incorrecte
TCK20945,2023-03-15,Op003,5.8,Non,4.0,28.43,Mail,Panne compteur,1,0,Vrai,5.0,
TCK20946,2023-01-16,Op005,4.0,oui,,23.55,Réseaux sociaux,Facturation,1,1,Vrai,,
TCK20947,2023-04-22,Op008,5.0,0,8.0,,Mail,Déménagement,0,0,Vrai,6.0,
TCK20948,2023-04-30,Op004,2.7,0,8.0,52.77,Chat,Facturation,Oui,1,Vrai,8.0,
TCK20949,2023-02-11,Op004,2.8,oui,6.0,11.59,Réseaux sociaux,Déménagement,Non,0,Vrai,6.0,
TCK20950,2023-04-25,Op002,4.2,Non,10.0,19.99,Mail,Résiliation,0,0,Faux,,
TCK20951,2023-04-12,Op007,3.9,Oui,,21.59,Réseaux sociaux,Panne compteur,Oui,0,Faux,,
TCK20952,2023-10-02,Op002,5.0,oui,4.0,10.29,TEL,Déménagement,Oui,0,Vrai,,
TCK20953,2023-05-01,Op002,7.0,oui,9.0,31.47,Chat,Litige paiement,0,0,Vrai,,Erreur technique
TCK20954,2023-10-14,Op002,2.8,Oui,7.0,43.81,Mail,Changement d'offre,Oui,0,Vrai,2.0,
TCK20955,2023-06-08,Op005,4.1,Oui,,45.1,Chat,Réclamation,0,0,Vrai,,
TCK20956,2023-09-11,Op006,6.2,oui,,,Mail,Déménagement,0,0,Vrai,,
TCK20957,2023-02-05,Op002,6.2,Oui,7.0,10.0,TEL,Souscription contrat,0,0,Faux,,
TCK20958,2023-06-04,Op003,5.8,1,9.0,57.28,Tel,Facturation,Non,0,Vrai,8.0,
TCK20959,2023-10-08,Op008,7.8,0,,32.15,TEL,Relevé compteur,1,0,Faux,9.0,
TCK20960,2023-08-02,Op003,3.4,Oui,,56.64,TEL,Panne compteur,1,0,Vrai,1.0,
TCK20961,2023-09-27,Op003,8.9,1,5.0,13.8,Réseaux sociaux,Demande d'information,1,1,Vrai,,
TCK20962,2023-06-13,Op003,8.1,oui,,49.6,Réseaux sociaux,Facturation,Oui,0,Vrai,3.0,
TCK20963,2023-11-26,Op006,4.5,Oui,,39.15,Mail,Facturation,Oui,0,Faux,,
TCK20964,2023-08-14,Op006,4.2,Non,6.0,11.17,TEL,Réclamation,Oui,1,Vrai,10.0,
TCK20965,2023-03-31,Op002,3.3,Oui,,,Mail,Résiliation,0,0,Vrai,,
TCK20966,2023-03-31,Op008,5.3,1,10.0,55.54,Chat,Changement d'offre,1,0,,5.0,
TCK20967,2023-07-21,Op001,0.9,1,5.0,52.33,Chat,Résiliation,Oui,0,Vrai,,
TCK20968,2023-06-07,Op006,6.1,1,8.0,23.32,Chat,Résiliation,0,0,Vrai,7.0,
TCK20969,2023-12-08,Op006,8.9,oui,9.0,54.97,TEL,Demande d'information,0,0,Faux,,
TCK20970,2023-10-02,Op001,4.2,oui,4.0,,TEL,Réclamation,0,0,Vrai,6.0,Comportement agent
TCK20971,2023-11-11,Op004,5.8,oui,,54.52,Réseaux sociaux,Litige paiement,Oui,0,Vrai,6.0,
TCK20972,2023-01-10,Op006,7.1,Non,8.0,33.8,TEL,Souscription contrat,Non,0,Vrai,,
TCK20973,2023-07-22,Op006,3.2,Oui,10.0,16.13,TEL,Panne compteur,Oui,0,Vrai,,
TCK20974,2023-08-21,Op004,4.4,1,9.0,46.72,Tel,Relevé compteur,1,1,Vrai,,
TCK20975,2023-08-14,Op004,5.9,1,5.0,28.36,Mail,Panne compteur,Oui,0,Vrai,,
TCK20976,2023-06-14,Op004,8.0,Oui,8.0,26.74,TEL,Relevé compteur,1,0,,,
TCK20977,2023-11-25,Op001,4.4,Oui,9.0,44.77,Chat,Litige paiement,1,0,Vrai,7.0,
TCK20978,2023-05-17,Op001,6.4,oui,8.0,34.63,TEL,Réclamation,0,0,Vrai,,
TCK20979,2023-03-23,Op007,6.4,1,10.0,55.74,TEL,Litige paiement,Oui,1,Vrai,,
TCK20980,2023-09-09,Op008,0.8,oui,4.0,19.97,TEL,Résiliation,0,1,Vrai,,
TCK20981,2023-11-29,Op008,3.3,Oui,,25.38,Mail,Résiliation,1,0,Vrai,5.0,
TCK20982,2023-10-15,Op003,4.7,0,8.0,22.43,Réseaux sociaux,Résiliation,1,0,Vrai,,
TCK20983,2023-01-11,Op001,3.7,oui,10.0,,TEL,Panne compteur,1,1,Vrai,8.0,
TCK20984,2023-10-03,Op007,6.4,Non,8.0,26.36,TEL,Réclamation,Oui,0,Vrai,,Facturation incorrecte
TCK20985,2023-11-21,Op008,3.2,1,1.0,22.11,Mail,Litige paiement,0,0,Vrai,8.0,
TCK20986,2023-08-23,Op002,5.4,oui,5.0,16.49,Tel,Changement d'offre,0,0,Faux,2.0,
TCK20987,2023-06-28,Op006,3.4,1,8.0,32.69,Réseaux sociaux,Résiliation,Non,1,Vrai,3.0,
TCK20988,2023-03-21,Op003,8.1,0,9.0,41.66,Mail,Changement d'offre,Oui,1,Vrai,8.0,
TCK20989,2023-07-07,Op001,4.6,Non,10.0,50.54,TEL,Panne compteur,Oui,0,Vrai,,
TCK20990,2023-02-17,Op005,4.4,Non,9.0,24.01,Mail,Changement d'offre,Oui,0,Vrai,,
TCK20991,2023-02-16,Op002,4.3,Non,3.0,17.3,Réseaux sociaux,Souscription contrat,1,0,,7.0,
TCK20992,2023-04-07,Op004,2.7,0,,36.09,Chat,Relevé compteur,0,0,Vrai,2.0,
TCK20993,2023-06-30,Op008,2.5,0,,,Réseaux sociaux,Réclamation,0,1,Vrai,,
TCK20994,2023-08-08,Op007,2.5,1,10.0,45.97,Chat,Panne compteur,1,0,Faux,,
TCK20995,2023-12-03,Op008,7.3,1,8.0,26.81,TEL,Souscription contrat,Oui,1,Vrai,7.0,
TCK20996,2023-04-29,Op007,5.1,1,3.0,11.19,Mail,Changement d'offre,1,0,Vrai,9.0,
TCK20997,2023-01-30,Op006,1.2,oui,2.0,13.99,TEL,Relevé compteur,0,1,Vrai,8.0,
TCK20998,2023-09-12,Op005,5.6,0,8.0,46.08,Réseaux sociaux,Changement d'offre,0,0,Vrai,10.0,
TCK20999,2023-03-27,Op008,4.3,1,9.0,14.41,TEL,Résiliation,Oui,0,Vrai,5.0,
TCK21000,2023-11-03,Op004,5.4,1,10.0,40.55,Réseaux sociaux,Souscription contrat,1,0,Vrai,9.0,
TCK21001,2023-08-21,Op002,5.8,oui,,51.01,Réseaux sociaux,Changement d'offre,1,1,Vrai,9.0,
TCK21002,2023-04-06,Op003,2.0,Oui,10.0,35.6,Réseaux sociaux,Demande d'information,Oui,0,Vrai,,
TCK21003,2023-05-24,Op006,3.6,Non,,37.44,Réseaux sociaux,Déménagement,Non,0,Vrai,8.0,
TCK21004,2023-05-20,Op004,8.8,oui,,57.44,Mail,Facturation,1,0,Vrai,3.0,
TCK21005,2023-11-24,Op002,7.0,0,,55.11,Chat,Relevé compteur,0,0,Vrai,9.0,
TCK21006,2023-02-22,Op007,4.9,Non,,57.17,Réseaux sociaux,Changement d'offre,0,0,Vrai,4.0,
TCK21007,2023-11-23,Op008,5.0,Non,,14.92,Chat,Facturation,1,0,Vrai,9.0,
TCK21008,2023-10-31,Op003,4.4,oui,10.0,52.33,Tel,Relevé compteur,Non,0,Faux,,
TCK21009,2023-08-16,Op003,1.4,oui,,35.26,Réseaux sociaux,Changement d'offre,Non,0,Vrai,7.0,
TCK21010,2023-09-01,Op004,3.4,0,,22.62,Chat,Facturation,Oui,1,Vrai,7.0,
TCK21011,2023-09-14,Op001,5.2,Oui,8.0,46.59,TEL,Souscription contrat,1,0,Faux,0.0,
TCK21012,2023-11-25,Op007,3.7,Oui,3.0,23.24,Tel,Relevé compteur,Non,0,Faux,0.0,
TCK21013,2023-10-15,Op001,2.7,Non,,27.49,Chat,Relevé compteur,Non,1,Vrai,9.0,
TCK21014,2023-10-15,Op007,2.9,0,7.0,37.76,Réseaux sociaux,Facturation,Oui,0,Vrai,7.0,
TCK21015,2023-04-12,Op005,7.1,Oui,10.0,15.0,Réseaux sociaux,Déménagement,1,0,Faux,8.0,
TCK21016,2023-06-01,Op003,3.6,0,8.0,42.43,Chat,Facturation,Non,1,Faux,9.0,
TCK21017,2023-11-14,Op003,6.6,0,,46.27,Mail,Déménagement,Non,0,Vrai,9.0,
TCK21018,2023-02-09,Op007,5.1,0,9.0,40.81,Tel,Facturation,1,0,Faux,9.0,
TCK21019,2023-12-09,Op001,4.1,Oui,2.0,31.44,Mail,Relevé compteur,Oui,0,Vrai,7.0,
TCK21020,2023-03-14,Op001,3.1,oui,6.0,26.89,Chat,Relevé compteur,0,0,Vrai,,
TCK21021,2023-05-13,Op001,5.7,oui,5.0,50.48,Réseaux sociaux,Demande d'information,Oui,0,Vrai,9.0,
TCK21022,2023-08-01,Op004,6.4,0,9.0,32.06,TEL,Souscription contrat,Non,1,Faux,8.0,Comportement agent
TCK21023,2023-03-20,Op001,5.9,Non,5.0,45.82,Tel,Relevé compteur,1,0,Faux,,Délai de traitement
TCK21024,2023-10-23,Op005,2.2,0,10.0,41.63,Tel,Relevé compteur,1,0,Vrai,9.0,
TCK21025,2023-06-05,Op001,3.6,0,5.0,58.8,Chat,Relevé compteur,1,0,Vrai,10.0,
TCK21026,2023-10-03,Op001,3.8,Non,6.0,43.7,Réseaux sociaux,Déménagement,1,0,,9.0,
TCK21027,2023-12-21,Op006,1.1,Non,7.0,37.08,TEL,Changement d'offre,1,0,Vrai,,
TCK21028,2023-04-29,Op001,5.3,Oui,5.0,12.91,Mail,Souscription contrat,Non,0,Vrai,8.0,
TCK21029,2023-01-05,Op005,5.6,Non,5.0,59.92,Tel,Litige paiement,Non,0,Vrai,,Facturation incorrecte
TCK21030,2023-05-13,Op008,5.5,oui,7.0,42.56,Tel,Panne compteur,Oui,0,Vrai,,
TCK21031,2023-03-28,Op006,5.2,Oui,7.0,52.81,Réseaux sociaux,Panne compteur,Non,0,Faux,7.0,
TCK21032,2023-10-25,Op008,3.9,oui,4.0,53.82,Réseaux sociaux,Panne compteur,Non,0,Vrai,7.0,
TCK21033,2023-06-20,Op007,3.1,oui,3.0,20.08,Réseaux sociaux,Résiliation,Oui,1,Vrai,,
TCK21034,2023-04-27,Op003,3.9,0,10.0,52.72,Tel,Demande d'information,1,0,Vrai,10.0,
TCK21035,2023-09-16,Op004,5.1,Oui,6.0,44.34,Mail,Changement d'offre,1,0,Vrai,7.0,Erreur technique
TCK21036,2023-07-29,Op001,6.8,0,8.0,,Mail,Litige paiement,Non,0,Vrai,10.0,
TCK21037,2023-11-11,Op008,4.6,Non,8.0,30.96,Réseaux sociaux,Déménagement,0,1,Faux,,
TCK21038,2023-08-06,Op004,3.4,1,9.0,35.26,Chat,Relevé compteur,1,1,Faux,,
TCK21039,2023-06-28,Op006,2.9,Non,2.0,36.57,TEL,Demande d'information,0,1,Faux,,
TCK21040,2023-10-11,Op006,5.5,oui,5.0,39.07,Tel,Souscription contrat,0,0,Vrai,0.0,
TCK21041,2023-04-19,Op006,5.6,Non,9.0,49.04,Chat,Réclamation,Oui,1,Vrai,10.0,
TCK21042,2023-11-04,Op001,6.0,0,8.0,30.47,TEL,Changement d'offre,Oui,0,Faux,4.0,
TCK21043,2023-01-01,Op007,2.6,Oui,8.0,53.82,Tel,Déménagement,Oui,0,Vrai,6.0,Comportement agent
TCK21044,2023-09-27,Op001,5.7,Non,5.0,28.8,Réseaux sociaux,Résiliation,1,0,Faux,4.0,
TCK21045,2023-10-24,Op004,1.4,Non,8.0,36.74,Réseaux sociaux,Facturation,Oui,1,Vrai,7.0,
TCK21046,2023-12-28,Op003,4.0,0,5.0,37.46,Chat,Résiliation,0,1,Vrai,9.0,
TCK21047,2023-11-27,Op001,1.4,1,8.0,57.46,Mail,Souscription contrat,1,1,Faux,,
TCK21048,2023-06-16,Op005,3.1,1,,10.41,Tel,Souscription contrat,Oui,0,Vrai,,
TCK21049,2023-10-01,Op002,7.1,Oui,7.0,10.46,TEL,Changement d'offre,0,1,Vrai,,
TCK21050,2023-11-21,Op007,2.9,Oui,,11.13,Chat,Facturation,0,0,,0.0,
TCK21051,2023-01-11,Op002,1.0,Non,9.0,44.35,Mail,Réclamation,0,0,Vrai,2.0,
TCK21052,2023-01-09,Op005,5.4,Non,6.0,25.05,TEL,Relevé compteur,Non,0,Vrai,,Délai de traitement
