N_Contact,Date,Agent_ID,Handling_Time_Sec,Status,Rating,Billed_Amount,Channel,Topic,Handled,Repeat_Call,Compliance,NPS_Score,Complaint
CNT-70735,06/02/2023,106,112,Resolved,5.0,24.04,Email,Changement d'offre,No,No,Compliant,5.0,No
CNT-70736,01/01/2023,101,314,Resolved,2.0,45.2,Chat,Changement d'offre,Yes,Yes,Compliant,4.0,No
CNT-70737,04/04/2023,106,296,Unresolved,5.0,18.34,Chat,Déménagement,Yes,No,Compliant,,No
CNT-70738,09/29/2023,103,230,Pending,3.0,21.68,Email,Litige paiement,Yes,No,Compliant,10.0,No
CNT-70739,04/22/2023,101,334,Unresolved,5.0,38.8,phone,Réclamation,Yes,No,Compliant,1.0,No
CNT-70740,05/30/2023,109,231,Unresolved,4.0,,Chat,Réclamation,Yes,No,N/A,2.0,No
CNT-70741,05/29/2023,105,247,Unresolved,,24.32,phone,Changement d'offre,Yes,No,Compliant,9.0,No
CNT-70742,03/26/2023,109,166,resolved,,34.81,phone,Réclamation,No,No,Non-compliant,9.0,Yes
CNT-70743,07/17/2023,107,379,Pending,5.0,36.06,Social Media,Souscription contrat,Yes,No,Compliant,7.0,No
CNT-70744,06/11/2023,106,309,Unresolved,4.0,26.74,phone,Résiliation,Yes,Yes,Compliant,8.0,No
CNT-70745,06/15/2023,108,288,resolved,2.0,15.82,Social Media,Changement d'offre,yes,No,Non-compliant,,No
CNT-70746,07/12/2023,104,191,resolved,4.0,38.27,Chat,Litige paiement,Yes,No,N/A,,No
CNT-70747,11/01/2023,106,77,Unresolved,5.0,9.54,Email,Résiliation,Yes,No,Compliant,,Yes
CNT-70748,06/19/2023,105,365,Unresolved,4.0,36.51,Email,Résiliation,Yes,No,Compliant,,No
CNT-70749,02/10/2023,108,190,Pending,,39.0,Phone,Souscription contrat,Yes,No,Compliant,,No
CNT-70750,11/22/2023,105,315,Resolved,4.0,36.97,Chat,Litige paiement,No,No,Compliant,9.0,Yes
CNT-70751,04/24/2023,106,321,Unresolved,3.0,27.03,Phone,Demande d'information,Yes,No,Compliant,9.0,No
CNT-70752,01/03/2023,102,264,resolved,2.0,17.31,phone,Changement d'offre,Yes,No,Compliant,8.0,No
CNT-70753,01/12/2023,105,290,Resolved,4.0,21.01,Chat,Relevé compteur,Yes,No,Compliant,,No
CNT-70754,03/23/2023,107,307,Resolved,5.0,16.33,Phone,Facturation,,No,Compliant,,Yes
CNT-70755,07/11/2023,105,281,Unresolved,5.0,12.38,Chat,Réclamation,Yes,Yes,Compliant,,No
CNT-70756,06/09/2023,102,181,Resolved,3.0,36.07,Phone,Résiliation,Yes,No,Compliant,6.0,No
CNT-70757,11/21/2023,102,116,Pending,4.0,22.53,Chat,Résiliation,Yes,No,Compliant,,No
CNT-70758,04/06/2023,105,198,resolved,,11.69,phone,Facturation,Yes,No,Non-compliant,4.0,No
CNT-70759,05/21/2023,104,226,Resolved,4.0,39.98,phone,Réclamation,Yes,No,Compliant,,No
CNT-70760,04/04/2023,109,405,Unresolved,4.0,18.24,Phone,Réclamation,Yes,No,N/A,10.0,No
CNT-70761,08/07/2023,102,147,resolved,5.0,18.85,phone,Réclamation,Yes,No,Compliant,9.0,No
CNT-70762,07/06/2023,109,421,resolved,3.0,40.52,Social Media,Litige paiement,Yes,No,Compliant,5.0,No
CNT-70763,09/24/2023,106,459,Resolved,4.0,40.07,phone,Facturation,Yes,No,Non-compliant,,No
CNT-70764,07/24/2023,105,201,Resolved,3.0,45.52,Email,Réclamation,Yes,Yes,Compliant,7.0,No
CNT-70765,06/05/2023,101,454,Unresolved,5.0,34.53,Social Media,Changement d'offre,Yes,No,Compliant,,No
CNT-70766,09/09/2023,109,249,Resolved,5.0,32.45,Email,Réclamation,yes,No,Compliant,9.0,No
CNT-70767,04/09/2023,103,233,Unresolved,4.0,38.58,phone,Litige paiement,Yes,No,N/A,0.0,No
CNT-70768,01/07/2023,108,405,Unresolved,4.0,20.59,Phone,Litige paiement,Yes,Yes,Compliant,5.0,No
CNT-70769,07/27/2023,103,285,Unresolved,5.0,16.54,Social Media,Souscription contrat,Yes,Yes,Compliant,,No
CNT-70770,10/24/2023,105,N/A,Unresolved,5.0,37.23,Chat,Litige paiement,Yes,No,Compliant,6.0,No
CNT-70771,11/01/2023,103,197,Pending,4.0,22.37,Email,Résiliation,Yes,No,Compliant,,No
CNT-70772,12/06/2023,108,205,Resolved,5.0,13.07,Phone,Facturation,Yes,Yes,Compliant,8.0,No
CNT-70773,04/29/2023,107,273,resolved,4.0,37.77,Email,Demande d'information,Yes,No,Compliant,,No
CNT-70774,02/26/2023,101,405,resolved,1.0,43.1,Phone,Panne compteur,Yes,No,Compliant,,No
CNT-70775,07/15/2023,106,148,Resolved,3.0,43.96,Chat,Panne compteur,Yes,No,Compliant,10.0,No
CNT-70776,09/24/2023,105,254,Unresolved,5.0,39.09,Email,Relevé compteur,Yes,No,N/A,7.0,No
CNT-70777,10/01/2023,105,130,resolved,2.0,40.73,Email,Réclamation,Yes,No,Non-compliant,,No
CNT-70778,10/24/2023,109,192,Resolved,4.0,16.89,Email,Relevé compteur,No,No,Compliant,6.0,No
CNT-70779,04/05/2023,102,330,Resolved,5.0,33.19,Social Media,Facturation,Yes,No,Compliant,9.0,No
CNT-70780,01/27/2023,104,174,Resolved,4.0,13.29,Chat,Panne compteur,Yes,No,N/A,,Yes
CNT-70781,12/07/2023,105,373,Resolved,4.0,38.39,Chat,Réclamation,Yes,Yes,Compliant,,No
CNT-70782,07/31/2023,109,174,Pending,5.0,15.06,Chat,Relevé compteur,Yes,No,Non-compliant,8.0,No
CNT-70783,12/15/2023,107,208,Resolved,4.0,21.91,Chat,Panne compteur,Yes,No,N/A,7.0,No
CNT-70784,01/15/2023,106,85,Resolved,4.0,9.85,Phone,Litige paiement,Yes,No,Compliant,7.0,No
CNT-70785,06/02/2023,109,374,Unresolved,1.0,12.97,Email,Litige paiement,Yes,No,Non-compliant,,No
CNT-70786,07/17/2023,102,357,Unresolved,,13.04,phone,Résiliation,Yes,No,Non-compliant,8.0,No
CNT-70787,01/31/2023,101,132,Resolved,,31.99,Chat,Changement d'offre,Yes,No,Compliant,6.0,No
CNT-70788,02/23/2023,109,233,Unresolved,4.0,16.06,Social Media,Facturation,No,No,Compliant,,No
CNT-70789,02/16/2023,104,225,Resolved,,11.76,Chat,Déménagement,No,Yes,Compliant,7.0,No
CNT-70790,01/08/2023,101,217,resolved,4.0,43.07,Email,Changement d'offre,Yes,No,Compliant,,No
CNT-70791,12/14/2023,108,460,Resolved,3.0,13.05,Social Media,Facturation,yes,No,Compliant,9.0,No
CNT-70792,06/05/2023,103,215,resolved,3.0,40.4,Email,Demande d'information,Yes,No,Compliant,5.0,No
CNT-70793,06/04/2023,101,179,resolved,5.0,21.54,Social Media,Litige paiement,Yes,No,Non-compliant,7.0,No
CNT-70794,10/30/2023,102,94,Pending,1.0,12.29,Email,Demande d'information,Yes,No,Compliant,3.0,No
CNT-70795,12/08/2023,106,183,Resolved,4.0,,phone,Réclamation,Yes,No,Non-compliant,7.0,No
CNT-70796,05/23/2023,107,267,resolved,,41.3,Chat,Réclamation,Yes,No,Compliant,,No
CNT-70797,05/04/2023,101,329,Unresolved,2.0,35.99,phone,Panne compteur,Yes,Yes,Compliant,,No
CNT-70798,12/16/2023,104,171,Unresolved,4.0,35.35,phone,Litige paiement,,No,Non-compliant,,No
CNT-70799,12/02/2023,101,263,Unresolved,3.0,15.37,Chat,Résiliation,No,No,Non-compliant,10.0,No
CNT-70800,03/20/2023,109,440,Unresolved,4.0,41.07,Email,Facturation,No,No,Non-compliant,8.0,No
CNT-70801,12/04/2023,102,140,Resolved,,37.09,Chat,Demande d'information,No,No,Compliant,,No
CNT-70802,08/26/2023,105,170,Unresolved,5.0,23.19,Social Media,Facturation,No,Yes,Compliant,,No
CNT-70803,07/01/2023,109,303,Resolved,5.0,10.76,Email,Résiliation,Yes,Yes,Compliant,,Yes
CNT-70804,06/06/2023,109,220,Resolved,5.0,,Chat,Souscription contrat,Yes,No,Non-compliant,9.0,No
CNT-70805,07/23/2023,108,237,Resolved,4.0,28.5,phone,Facturation,Yes,No,Compliant,,No
CNT-70806,12/30/2023,109,276,resolved,,10.92,Email,Demande d'information,Yes,No,Compliant,4.0,No
CNT-70807,05/26/2023,108,373,Resolved,4.0,48.95,phone,Réclamation,Yes,No,Compliant,9.0,No
CNT-70808,02/18/2023,107,243,Pending,3.0,46.79,phone,Déménagement,Yes,No,Non-compliant,8.0,Yes
CNT-70809,11/03/2023,106,274,Unresolved,5.0,,phone,Déménagement,Yes,No,Compliant,6.0,No
CNT-70810,09/03/2023,106,47,Unresolved,5.0,27.9,Phone,Panne compteur,No,No,Non-compliant,10.0,No
CNT-70811,03/22/2023,104,178,resolved,5.0,43.22,Social Media,Réclamation,Yes,No,Compliant,3.0,No
CNT-70812,09/21/2023,107,212,Resolved,4.0,48.26,Email,Réclamation,Yes,No,Compliant,8.0,No
CNT-70813,11/24/2023,108,277,resolved,4.0,15.06,Social Media,Demande d'information,Yes,No,Compliant,,No
CNT-70814,08/22/2023,101,333,resolved,4.0,16.69,Chat,Panne compteur,Yes,No,Compliant,4.0,No
CNT-70815,09/05/2023,109,392,Unresolved,5.0,16.0,Chat,Changement d'offre,Yes,No,Non-compliant,6.0,Yes
CNT-70816,07/31/2023,103,237,resolved,5.0,35.84,Phone,Facturation,Yes,Yes,Compliant,,No
CNT-70817,12/13/2023,101,362,Resolved,5.0,29.67,Social Media,Déménagement,No,Yes,Compliant,,No
CNT-70818,05/19/2023,102,243,Pending,,20.78,Email,Résiliation,Yes,No,N/A,,No
CNT-70819,10/19/2023,101,436,Pending,,23.9,Phone,Changement d'offre,Yes,Yes,Non-compliant,8.0,No
CNT-70820,08/24/2023,106,249,Unresolved,3.0,17.75,phone,Déménagement,Yes,Yes,Compliant,7.0,No
CNT-70821,07/28/2023,103,373,resolved,4.0,47.32,phone,Déménagement,No,No,Compliant,,Yes
CNT-70822,04/05/2023,109,212,Pending,5.0,37.39,phone,Souscription contrat,Yes,No,Compliant,8.0,No
CNT-70823,10/23/2023,101,198,Unresolved,3.0,40.97,Chat,Relevé compteur,Yes,No,Compliant,4.0,No
CNT-70824,06/03/2023,103,180,Resolved,5.0,21.59,Phone,Panne compteur,No,No,Non-compliant,8.0,No
CNT-70825,09/20/2023,109,174,resolved,3.0,33.52,phone,Relevé compteur,No,No,Compliant,6.0,No
CNT-70826,04/12/2023,106,367,Unresolved,4.0,29.54,Chat,Résiliation,,No,Compliant,9.0,No
CNT-70827,08/12/2023,103,329,Pending,4.0,23.92,Social Media,Déménagement,Yes,No,Compliant,3.0,No
CNT-70828,11/21/2023,107,62,Unresolved,5.0,48.36,phone,Litige paiement,Yes,No,Compliant,2.0,No
CNT-70829,08/03/2023,104,139,Resolved,5.0,40.49,Phone,Facturation,Yes,No,Compliant,9.0,Yes
CNT-70830,11/07/2023,109,209,Resolved,5.0,31.3,Phone,Souscription contrat,No,No,Non-compliant,,No
CNT-70831,10/24/2023,102,133,Unresolved,2.0,34.13,Email,Relevé compteur,No,No,Compliant,10.0,No
CNT-70832,08/25/2023,101,396,Resolved,5.0,40.47,Email,Déménagement,Yes,No,Compliant,8.0,No
CNT-70833,07/25/2023,104,245,Resolved,2.0,29.71,Social Media,Relevé compteur,Yes,No,Non-compliant,8.0,No
CNT-70834,05/24/2023,107,303,Pending,1.0,40.92,Chat,Souscription contrat,Yes,Yes,N/A,,No
CNT-70835,06/10/2023,103,321,Unresolved,5.0,48.21,phone,Souscription contrat,Yes,No,Compliant,,No
CNT-70836,05/22/2023,103,168,Pending,,,Chat,Réclamation,Yes,No,Compliant,0.0,Yes
CNT-70837,10/07/2023,107,168,Resolved,,45.45,phone,Demande d'information,Yes,No,N/A,8.0,No
CNT-70838,09/05/2023,101,277,Pending,4.0,14.93,Phone,Demande d'information,Yes,No,Compliant,,No
CNT-70839,01/18/2023,106,201,resolved,4.0,29.66,phone,Demande d'information,Yes,No,N/A,10.0,No
CNT-70840,09/20/2023,109,180,Pending,4.0,22.24,Email,Panne compteur,Yes,No,Non-compliant,,No
CNT-70841,11/03/2023,105,231,Pending,3.0,15.93,Phone,Demande d'information,Yes,No,N/A,,No
CNT-70842,04/01/2023,108,243,resolved,3.0,22.69,Phone,Souscription contrat,Yes,No,Compliant,9.0,No
CNT-70843,07/31/2023,106,300,Pending,,43.43,phone,Déménagement,yes,No,Compliant,,No
CNT-70844,11/26/2023,101,393,Resolved,1.0,35.08,Email,Panne compteur,Yes,Yes,Compliant,,No
CNT-70845,11/20/2023,108,353,Resolved,,47.79,Phone,Résiliation,Yes,No,Compliant,10.0,No
CNT-70846,05/18/2023,107,N/A,Unresolved,5.0,36.16,Chat,Demande d'information,No,No,Compliant,7.0,No
CNT-70847,12/22/2023,108,378,resolved,5.0,35.6,Email,Litige paiement,Yes,No,Compliant,8.0,No
CNT-70848,02/12/2023,108,264,Resolved,3.0,24.51,Chat,Panne compteur,Yes,No,Non-compliant,8.0,No
CNT-70849,09/30/2023,102,315,Unresolved,5.0,40.24,phone,Souscription contrat,Yes,No,Non-compliant,,Yes
CNT-70850,11/18/2023,109,228,resolved,5.0,39.19,phone,Déménagement,Yes,No,Non-compliant,8.0,No
CNT-70851,06/20/2023,101,261,Unresolved,3.0,39.02,Phone,Facturation,Yes,No,Compliant,6.0,Yes
CNT-70852,07/19/2023,104,236,Unresolved,5.0,13.7,Chat,Facturation,Yes,No,N/A,,No
CNT-70853,02/12/2023,104,109,Pending,5.0,33.73,Phone,Réclamation,Yes,No,Non-compliant,,No
CNT-70854,10/06/2023,108,111,Pending,,42.91,Email,Panne compteur,Yes,No,Compliant,8.0,No
CNT-70855,05/08/2023,104,133,Pending,1.0,9.39,Social Media,Changement d'offre,Yes,No,Compliant,7.0,No
CNT-70856,09/27/2023,104,292,Unresolved,5.0,49.43,Chat,Changement d'offre,No,Yes,Compliant,7.0,No
CNT-70857,03/30/2023,109,396,Resolved,2.0,33.17,Social Media,Souscription contrat,Yes,No,Compliant,,No
CNT-70858,05/24/2023,107,378,Resolved,5.0,29.07,Phone,Litige paiement,Yes,No,N/A,0.0,No
CNT-70859,03/13/2023,103,105,Unresolved,5.0,48.65,Email,Changement d'offre,Yes,No,Compliant,6.0,No
CNT-70860,10/09/2023,104,316,Resolved,,38.06,phone,Réclamation,Yes,No,Compliant,7.0,No
CNT-70861,03/27/2023,103,211,resolved,5.0,48.47,Phone,Panne compteur,No,No,Compliant,,No
CNT-70862,11/26/2023,104,178,Unresolved,5.0,33.49,phone,Changement d'offre,Yes,No,Compliant,,No
CNT-70863,09/04/2023,105,274,Unresolved,5.0,37.15,Social Media,Résiliation,Yes,No,Compliant,10.0,No
CNT-70864,11/13/2023,105,209,Resolved,4.0,33.54,phone,Facturation,Yes,No,Compliant,2.0,No
CNT-70865,09/29/2023,105,125,Resolved,,24.34,Email,Facturation,Yes,No,Compliant,8.0,No
CNT-70866,06/01/2023,104,164,resolved,4.0,47.57,Phone,Souscription contrat,No,Yes,Non-compliant,,No
CNT-70867,06/22/2023,107,227,resolved,4.0,39.77,Chat,Souscription contrat,Yes,No,Compliant,8.0,No
CNT-70868,09/09/2023,108,392,Unresolved,5.0,,Phone,Résiliation,Yes,No,Compliant,7.0,No
CNT-70869,11/12/2023,102,98,Pending,5.0,27.56,Chat,Réclamation,Yes,No,Compliant,,No
CNT-70870,02/21/2023,107,221,Pending,4.0,15.31,Chat,Facturation,Yes,No,Compliant,10.0,No
CNT-70871,01/23/2023,109,403,Unresolved,3.0,49.03,Chat,Souscription contrat,Yes,No,N/A,3.0,No
CNT-70872,01/07/2023,105,340,Unresolved,4.0,14.87,Phone,Relevé compteur,Yes,Yes,Compliant,3.0,No
CNT-70873,01/17/2023,105,164,Unresolved,,22.49,phone,Réclamation,Yes,No,Compliant,,No
CNT-70874,01/07/2023,101,125,Pending,4.0,27.45,Social Media,Déménagement,Yes,No,Compliant,8.0,No
CNT-70875,12/10/2023,101,234,Unresolved,3.0,15.44,Chat,Panne compteur,Yes,No,Compliant,9.0,No
CNT-70876,08/03/2023,102,453,resolved,3.0,11.56,Email,Déménagement,Yes,No,N/A,,No
CNT-70877,11/22/2023,104,329,Unresolved,3.0,44.72,Email,Relevé compteur,Yes,No,Non-compliant,7.0,Yes
CNT-70878,01/09/2023,106,204,resolved,4.0,36.12,Email,Demande d'information,No,No,Compliant,,No
CNT-70879,03/08/2023,105,196,Resolved,3.0,28.22,Social Media,Changement d'offre,Yes,No,Compliant,5.0,No
CNT-70880,12/29/2023,102,151,Resolved,3.0,42.04,Social Media,Panne compteur,Yes,No,Compliant,8.0,No
CNT-70881,06/26/2023,104,259,Unresolved,5.0,34.3,Social Media,Litige paiement,Yes,No,Compliant,9.0,No
CNT-70882,07/19/2023,106,226,Resolved,4.0,42.23,Email,Réclamation,No,Yes,N/A,6.0,No
CNT-70883,01/09/2023,103,163,Unresolved,,32.3,Phone,Résiliation,Yes,No,Compliant,8.0,No
CNT-70884,05/29/2023,104,232,Pending,4.0,18.95,Email,Déménagement,Yes,No,Compliant,,No
CNT-70885,08/12/2023,102,176,Resolved,3.0,30.22,Email,Souscription contrat,Yes,No,Compliant,7.0,No
CNT-70886,07/17/2023,108,238,Resolved,4.0,26.77,Email,Facturation,Yes,No,Compliant,5.0,No
CNT-70887,11/14/2023,101,377,Resolved,4.0,46.12,Email,Réclamation,Yes,No,Non-compliant,0.0,No
CNT-70888,11/17/2023,101,425,Resolved,1.0,19.74,phone,Relevé compteur,Yes,No,Compliant,8.0,No
CNT-70889,05/04/2023,109,450,Resolved,5.0,,Social Media,Réclamation,Yes,Yes,Compliant,,Yes
CNT-70890,08/28/2023,102,393,Unresolved,4.0,25.27,phone,Relevé compteur,Yes,No,Compliant,,No
CNT-70891,01/11/2023,107,448,Pending,5.0,49.62,Chat,Panne compteur,Yes,No,Compliant,9.0,No
CNT-70892,08/14/2023,101,293,Pending,,31.03,Phone,Souscription contrat,No,No,Compliant,,No
CNT-70893,03/21/2023,109,310,Resolved,2.0,27.94,phone,Litige paiement,Yes,No,Non-compliant,6.0,No
CNT-70894,10/12/2023,102,202,Unresolved,3.0,40.73,Social Media,Souscription contrat,No,No,Compliant,9.0,No
CNT-70895,01/27/2023,102,166,Pending,5.0,27.6,Social Media,Réclamation,Yes,No,Compliant,6.0,No
CNT-70896,05/12/2023,102,480,Resolved,,30.19,Phone,Litige paiement,Yes,Yes,N/A,8.0,No
CNT-70897,07/23/2023,101,272,Unresolved,5.0,45.46,Phone,Réclamation,Yes,No,Non-compliant,9.0,No
CNT-70898,02/04/2023,109,156,Pending,5.0,39.07,Social Media,Souscription contrat,Yes,No,Compliant,7.0,No
CNT-70899,12/29/2023,108,407,Unresolved,,25.62,Phone,Réclamation,No,No,Compliant,,No
CNT-70900,09/08/2023,104,389,Resolved,,31.48,Chat,Changement d'offre,Yes,Yes,Compliant,9.0,Yes
CNT-70901,08/02/2023,108,321,Pending,2.0,31.12,Chat,Panne compteur,,Yes,Compliant,,No
CNT-70902,01/28/2023,108,242,Pending,,31.38,Chat,Relevé compteur,Yes,No,Compliant,,No
CNT-70903,02/23/2023,106,179,resolved,5.0,27.94,Chat,Souscription contrat,Yes,Yes,Compliant,5.0,No
CNT-70904,08/11/2023,106,N/A,resolved,,38.41,phone,Litige paiement,Yes,No,Compliant,7.0,No
CNT-70905,04/10/2023,102,373,Resolved,4.0,25.21,Chat,Réclamation,Yes,No,Compliant,6.0,No
CNT-70906,08/12/2023,104,189,resolved,3.0,11.91,Email,Résiliation,Yes,No,Compliant,0.0,No
CNT-70907,12/22/2023,105,140,Unresolved,4.0,22.6,Phone,Souscription contrat,Yes,No,Compliant,,No
CNT-70908,05/09/2023,105,319,Resolved,3.0,21.85,Email,Résiliation,Yes,Yes,Compliant,5.0,No
CNT-70909,05/12/2023,108,254,Resolved,3.0,46.0,Chat,Réclamation,Yes,No,N/A,1.0,Yes
CNT-70910,11/01/2023,106,193,Pending,5.0,30.28,Social Media,Litige paiement,Yes,No,Non-compliant,,No
CNT-70911,03/05/2023,107,201,Resolved,1.0,36.57,Email,Déménagement,No,Yes,N/A,,No
CNT-70912,08/08/2023,108,61,Unresolved,4.0,38.22,Chat,Facturation,Yes,No,Compliant,7.0,Yes
CNT-70913,03/22/2023,102,207,resolved,5.0,29.96,Chat,Réclamation,Yes,No,Compliant,8.0,No
CNT-70914,03/11/2023,103,362,Resolved,,40.98,Email,Réclamation,Yes,No,Non-compliant,,No
CNT-70915,09/23/2023,105,167,Pending,4.0,48.49,phone,Demande d'information,Yes,No,Compliant,,No
CNT-70916,11/03/2023,102,501,resolved,5.0,22.73,Social Media,Changement d'offre,Yes,No,Non-compliant,8.0,No
CNT-70917,01/21/2023,107,256,Pending,5.0,36.81,phone,Souscription contrat,yes,No,Compliant,9.0,No
CNT-70918,01/06/2023,103,20,Resolved,1.0,44.07,Email,Résiliation,Yes,No,Compliant,9.0,No
CNT-70919,04/16/2023,102,119,resolved,5.0,11.06,Email,Facturation,No,Yes,Compliant,6.0,No
CNT-70920,07/07/2023,102,-65,Pending,4.0,23.83,phone,Litige paiement,Yes,No,Compliant,,No
CNT-70921,07/29/2023,104,471,Unresolved,2.0,49.76,Chat,Changement d'offre,Yes,No,Compliant,7.0,No
CNT-70922,12/17/2023,102,281,Pending,5.0,36.95,Phone,Panne compteur,No,No,Compliant,,No
CNT-70923,07/14/2023,101,167,Resolved,3.0,47.31,Email,Résiliation,Yes,No,N/A,8.0,No
CNT-70924,04/25/2023,104,322,Unresolved,5.0,13.79,Social Media,Souscription contrat,Yes,No,Compliant,,No
CNT-70925,02/12/2023,106,380,Unresolved,1.0,,Chat,Relevé compteur,Yes,Yes,Compliant,,No
CNT-70926,09/13/2023,103,162,Pending,3.0,45.13,phone,Facturation,yes,No,Compliant,7.0,No
CNT-70927,02/14/2023,103,225,Pending,3.0,39.73,Email,Souscription contrat,No,No,Compliant,,No
CNT-70928,05/09/2023,106,N/A,Unresolved,4.0,29.79,Chat,Relevé compteur,Yes,No,Non-compliant,,No
CNT-70929,10/20/2023,103,383,Pending,,15.15,Phone,Réclamation,Yes,Yes,Compliant,9.0,No
CNT-70930,07/30/2023,106,174,Pending,4.0,38.72,Social Media,Souscription contrat,No,No,Compliant,,No
CNT-70931,06/01/2023,103,220,Unresolved,,15.57,Chat,Réclamation,Yes,No,Compliant,,No
CNT-70932,02/23/2023,105,365,Unresolved,5.0,27.83,phone,Réclamation,No,No,Compliant,9.0,No
CNT-70933,10/08/2023,106,370,Pending,3.0,14.54,Phone,Demande d'information,Yes,No,Compliant,,No
CNT-70934,01/06/2023,106,146,resolved,5.0,37.72,Chat,Panne compteur,Yes,No,Compliant,,No
CNT-70935,10/07/2023,105,143,Unresolved,4.0,13.66,Phone,Résiliation,Yes,No,Compliant,10.0,No
CNT-70936,07/21/2023,102,311,Resolved,2.0,16.64,Email,Souscription contrat,Yes,No,Compliant,,No
CNT-70937,06/03/2023,109,325,Pending,4.0,38.49,phone,Panne compteur,,Yes,Non-compliant,9.0,No
CNT-70938,07/17/2023,107,378,Pending,,16.75,Chat,Souscription contrat,Yes,Yes,Non-compliant,6.0,No
CNT-70939,02/27/2023,101,340,Resolved,2.0,15.46,phone,Demande d'information,Yes,No,Compliant,,No
CNT-70940,12/16/2023,104,194,resolved,5.0,41.54,Phone,Facturation,Yes,No,Compliant,7.0,No
CNT-70941,09/15/2023,109,130,Resolved,3.0,39.25,Email,Litige paiement,Yes,No,Compliant,,No
CNT-70942,12/03/2023,103,167,Unresolved,1.0,31.42,Phone,Changement d'offre,Yes,No,Compliant,,No
CNT-70943,02/14/2023,108,136,Unresolved,4.0,13.2,Social Media,Relevé compteur,Yes,No,Compliant,,No
CNT-70944,10/23/2023,102,121,Pending,3.0,34.94,Phone,Résiliation,No,No,N/A,,No
CNT-70945,05/07/2023,106,372,Resolved,4.0,43.19,Phone,Panne compteur,Yes,No,N/A,,No
CNT-70946,11/05/2023,105,340,Pending,,17.52,Phone,Réclamation,Yes,No,Non-compliant,9.0,No
CNT-70947,04/15/2023,106,265,Pending,3.0,33.79,phone,Changement d'offre,Yes,No,Non-compliant,7.0,No
CNT-70948,05/05/2023,103,399,Resolved,4.0,33.84,Phone,Facturation,yes,No,Compliant,2.0,No
CNT-70949,04/08/2023,101,211,resolved,,29.28,phone,Litige paiement,Yes,No,Compliant,7.0,No
CNT-70950,03/04/2023,102,237,resolved,3.0,18.02,Social Media,Souscription contrat,Yes,No,Compliant,8.0,No
CNT-70951,05/31/2023,101,333,Unresolved,4.0,33.93,phone,Résiliation,Yes,Yes,Compliant,5.0,No
CNT-70952,09/18/2023,106,160,Unresolved,1.0,,phone,Résiliation,Yes,No,Compliant,9.0,No
CNT-70953,12/09/2023,107,463,Unresolved,4.0,28.95,Phone,Réclamation,No,No,Compliant,8.0,No
CNT-70954,01/24/2023,108,238,Pending,2.0,49.0,Chat,Changement d'offre,Yes,No,Compliant,,No
CNT-70955,03/30/2023,103,231,Unresolved,4.0,38.79,Phone,Panne compteur,Yes,Yes,Compliant,6.0,Yes
CNT-70956,02/25/2023,104,235,Pending,5.0,39.42,Chat,Demande d'information,Yes,No,Compliant,,No
CNT-70957,01/29/2023,103,312,Resolved,5.0,38.27,Email,Panne compteur,Yes,No,N/A,4.0,No
CNT-70958,02/20/2023,104,304,Pending,5.0,34.72,Chat,Déménagement,Yes,No,Compliant,5.0,No
CNT-70959,12/14/2023,105,79,Pending,4.0,28.73,Email,Facturation,Yes,No,Compliant,8.0,No
CNT-70960,03/08/2023,109,297,Unresolved,3.0,43.87,Phone,Déménagement,No,No,N/A,,No
CNT-70961,09/12/2023,107,296,Unresolved,5.0,41.94,Phone,Relevé compteur,Yes,No,Compliant,6.0,No
CNT-70962,03/18/2023,101,21,Pending,4.0,43.09,Phone,Résiliation,No,No,Compliant,7.0,No
CNT-70963,03/23/2023,106,236,resolved,4.0,29.1,Social Media,Déménagement,yes,No,Compliant,,No
CNT-70964,07/28/2023,103,264,Pending,4.0,14.82,Chat,Facturation,Yes,No,Compliant,9.0,No
CNT-70965,01/11/2023,109,95,Unresolved,,37.36,Phone,Facturation,Yes,No,Compliant,10.0,No
CNT-70966,09/22/2023,106,138,resolved,5.0,48.22,phone,Changement d'offre,Yes,No,Compliant,,No
CNT-70967,08/03/2023,107,N/A,Resolved,4.0,40.85,Phone,Changement d'offre,Yes,No,Compliant,9.0,No
CNT-70968,12/01/2023,102,314,resolved,5.0,43.41,phone,Facturation,Yes,Yes,Compliant,8.0,No
CNT-70969,10/25/2023,109,385,resolved,4.0,40.13,Phone,Changement d'offre,yes,No,Compliant,8.0,No
CNT-70970,09/11/2023,105,307,resolved,3.0,16.86,Email,Souscription contrat,No,No,Non-compliant,,No
CNT-70971,05/22/2023,102,270,Resolved,4.0,47.68,Phone,Demande d'information,Yes,No,Non-compliant,8.0,No
CNT-70972,06/15/2023,107,329,Unresolved,5.0,14.03,Chat,Panne compteur,yes,No,Compliant,,No
